1216,0,0
10337,0,1
31438,134,2
61716,553,3
80222,361,4
99171,363,5
1.2394e+05,499,6
1.398e+05,674,7
1.403e+05,797,8
1.2973e+05,936,9
1.1821e+05,973,10
1.0552e+05,931,11
90371,703,12
80134,595,13
68018,277,14
59292,185,15
52611,193,16
42651,166,17
34818,166,18
26968,89,19
20924,46,20
17435,33,21
14588,19,22
10330,0,23
8028,0,24
5925,0,25
4099,0,26
3483,13,27
2426,0,28
1627,0,29
1184,0,30
741,0,31
694,0,32
471,0,33
307,0,34
335,0,35
249,0,36
179,0,37
131,0,38
81,0,39
57,0,40
61,0,41
11,0,42
11,0,43
0,0,44
16,0,45
11,0,46
36,0,47
0,0,48
0,0,49
0,0,50
10,0,51
0,0,52
11,0,53
10,0,54
0,0,55
0,0,56
0,0,57
0,0,58
11,0,59
0,0,60
0,0,61
0,0,62
0,0,63
0,0,64
0,0,65
0,0,66
0,0,67
0,0,68
0,0,69
0,0,70
0,0,71
0,0,72
0,0,73
0,0,74
0,0,75
0,0,76
0,0,77
0,0,78
0,0,79
0,0,80
0,0,81
0,0,82
0,0,83
0,0,84
0,0,85
0,0,86
0,0,87
0,0,88
0,0,89
0,0,90
0,0,91
