aggregateSizeList1,aggregateSizeList2
38.08747008,Sa
28.15160832,Sa
8.18788608,Sa
211.32105984,Sa
86.632128,Sa
21.71169792,Sa
110.82779136,Sa
0.39866112,Sa
35.14351104,Sa
27.47695104,Sa
423.22477824,Sa
32.56754688,Sa
213.03836928,Sa
18.76773888,Sa
11.31584256,Sa
29.93025024,Sa
38.42479872,Sa
10.30385664,Sa
55.5058944,Sa
91.72272384,Sa
14.16780288,Sa
19.25839872,Sa
19.3197312,Sa
0.4599936,Sa
0.33732864,Sa
146.40062976,Sa
45.57003264,Sa
3.9866112,Sa
18.73707264,Sa
15.9464448,Sa
9.5065344,Sa
11.40784128,Sa
190.86667776,Sa
8.98520832,Sa
35.66483712,Sa
30.39024384,Sa
0.3066624,Sa
201.90652416,Sa
0.49065984,Sa
24.65565696,Sa
10.79451648,Sa
68.10971904,Sa
17.633088,Sa
46.39802112,Sa
1.47197952,Sa
0.33732864,Sa
9.01587456,Sa
10.54918656,Sa
12.97181952,Sa
14.01447168,Sa
4.81459968,Sa
18.27707904,Sa
0.36799488,Sa
4.63060224,Sa
40.0194432,Sa
19.28906496,Sa
33.97819392,Sa
14.13713664,Sa
31.61689344,Sa
17.44909056,Sa
17.69442048,Sa
107.82249984,Sa
7.5132288,Sa
8.09588736,Sa
17.38775808,Sa
23.88900096,Sa
53.32859136,Sa
12.4198272,Sa
9.26120448,Sa
13.73847552,Sa
29.93025024,Sa
9.07720704,Sa
7.60522752,Sa
13.83047424,Sa
22.47835392,Sa
115.42772736,Sa
27.35428608,Sa
8.77054464,Sa
0.33732864,Sa
115.02906624,Sa
17.66375424,Sa
4.53860352,Sa
30.48224256,Sa
2.72929536,Sa
39.92744448,Sa
7.48256256,Sa
7.26789888,Sa
21.68103168,Sa
31.06490112,Sa
18.43041024,Sa
15.51711744,Sa
32.3528832,Sa
10.70251776,Sa
0.42932736,Sa
13.67714304,Sa
20.51571456,Sa
124.5049344,Sa
0.55199232,Sa
111.99310848,Sa
10.45718784,Sa
177.46553088,Sa
79.21089792,Sa
39.34478592,Sa
25.36098048,Sa
13.30914816,Sa
16.95843072,Sa
10.82518272,Sa
53.78858496,Sa
61.33248,Sa
166.5176832,Sa
0.58265856,Sa
18.64507392,Sa
68.20171776,Sa
62.49779712,Sa
14.7197952,Sa
21.52770048,Sa
55.10723328,Sa
0.49065984,Sa
0.3066624,Sa
12.84915456,Sa
130.42351872,Sa
32.59821312,Sa
27.20095488,Sa
161.33508864,Sa
24.77832192,Sa
71.7590016,Sa
230.39546112,Sa
7.45189632,Sa
0.3066624,Sa
13.98380544,Sa
1.01198592,Sa
12.63449088,Sa
72.46432512,Sa
14.8731264,Sa
99.23595264,Sa
29.71558656,Sa
45.75403008,Sa
19.22773248,Sa
3.95594496,Sa
1.50264576,Sa
2.1466368,Sa
11.37717504,Sa
30.23691264,Sa
16.62110208,Sa
5.42792448,Sa
98.68396032,Sa
2.88262656,Sa
0.3066624,Sa
0.3066624,Sa
5.9799168,Sa
8.8932096,Sa
1.71730944,Sa
1.13465088,Sa
1.3799808,Sa
0.70532352,Sa
1.90130688,Sa
107.0251776,Sa
24.87032064,Sa
0.3066624,Sa
1.96263936,Sa
0.3066624,Sa
4.35460608,Sa
6.53190912,Sa
48.82065408,Sa
43.63805952,Sa
2.1466368,Sa
0.85865472,Sa
85.12948224,Sa
12.8798208,Sa
6.86923776,Sa
34.9595136,Sa
6.50124288,Sa
1.59464448,Sa
28.6729344,Sa
41.30742528,Sa
8.34121728,Sa
0.33732864,Sa
3.18928896,Sa
6.37857792,Sa
0.3066624,Sa
3.89461248,Sa
17.87841792,Sa
0.64399104,Sa
17.84775168,Sa
17.7864192,Sa
14.2598016,Sa
0.42932736,Sa
1.41064704,Sa
17.72508672,Sa
1.74797568,Sa
0.33732864,Sa
3.95594496,Sa
7.14523392,Sa
53.29792512,Sa
42.68740608,Sa
0.79732224,Sa
1.62531072,Sa
37.13681664,Sa
61.4858112,Sa
2.69862912,Sa
119.96633088,Sa
1.59464448,Sa
10.733184,Sa
6.34791168,Sa
4.7532672,Sa
0.3066624,Sa
29.01026304,Sa
1.44131328,Sa
2.88262656,Sa
5.79591936,Sa
1.71730944,Sa
3.77194752,Sa
1.0733184,Sa
8.86254336,Sa
16.7131008,Sa
25.02365184,Sa
