aggregateSizeList1,aggregateSizeList2
5.48925696,Sa
8.92387584,Sa
4.38527232,Sa
8.433216,Sa
7.94255616,Sa
4.2932736,Sa
4.38527232,Sa
0.67465728,Sa
8.77054464,Sa
6.899904,Sa
4.20127488,Sa
5.366592,Sa
5.33592576,Sa
0.88932096,Sa
3.77194752,Sa
4.69193472,Sa
17.14242816,Sa
4.04794368,Sa
5.0599296,Sa
3.5266176,Sa
2.23863552,Sa
7.63589376,Sa
1.31864832,Sa
5.70392064,Sa
2.72929536,Sa
3.92527872,Sa
4.96793088,Sa
6.16391424,Sa
0.42932736,Sa
5.9799168,Sa
4.38527232,Sa
3.80261376,Sa
1.56397824,Sa
4.81459968,Sa
2.69862912,Sa
1.41064704,Sa
0.3066624,Sa
5.42792448,Sa
3.46528512,Sa
3.92527872,Sa
0.6133248,Sa
1.62531072,Sa
3.5266176,Sa
4.599936,Sa
0.39866112,Sa
0.4599936,Sa
5.6732544,Sa
7.54389504,Sa
3.18928896,Sa
3.40395264,Sa
8.24921856,Sa
7.02256896,Sa
4.87593216,Sa
3.12795648,Sa
1.77864192,Sa
0.3066624,Sa
5.33592576,Sa
3.12795648,Sa
0.3066624,Sa
1.9933056,Sa
2.02397184,Sa
1.87064064,Sa
6.04124928,Sa
0.4599936,Sa
4.81459968,Sa
3.40395264,Sa
2.57596416,Sa
4.1399424,Sa
7.0532352,Sa
5.09059584,Sa
3.46528512,Sa
2.299968,Sa
2.66796288,Sa
2.79062784,Sa
3.15862272,Sa
3.58795008,Sa
3.12795648,Sa
2.05463808,Sa
5.58125568,Sa
2.48396544,Sa
0.3066624,Sa
2.6066304,Sa
1.74797568,Sa
14.8731264,Sa
0.82798848,Sa
0.85865472,Sa
2.17730304,Sa
5.09059584,Sa
1.8399744,Sa
5.88791808,Sa
3.80261376,Sa
2.48396544,Sa
0.49065984,Sa
1.3799808,Sa
1.28798208,Sa
5.85725184,Sa
2.97462528,Sa
3.5266176,Sa
3.28128768,Sa
2.33063424,Sa
0.70532352,Sa
0.766656,Sa
1.90130688,Sa
1.04265216,Sa
5.30525952,Sa
6.80790528,Sa
0.3066624,Sa
3.18928896,Sa
2.54529792,Sa
0.39866112,Sa
3.15862272,Sa
5.2132608,Sa
6.31724544,Sa
4.87593216,Sa
0.98131968,Sa
2.88262656,Sa
7.63589376,Sa
3.066624,Sa
3.86394624,Sa
1.65597696,Sa
0.33732864,Sa
1.28798208,Sa
2.11597056,Sa
10.33452288,Sa
4.2932736,Sa
4.599936,Sa
0.36799488,Sa
3.12795648,Sa
1.28798208,Sa
5.42792448,Sa
4.04794368,Sa
3.5266176,Sa
5.09059584,Sa
0.95065344,Sa
5.91858432,Sa
2.69862912,Sa
0.33732864,Sa
0.9199872,Sa
0.3066624,Sa
0.4599936,Sa
0.49065984,Sa
0.36799488,Sa
2.85196032,Sa
0.33732864,Sa
2.72929536,Sa
0.33732864,Sa
0.3066624,Sa
0.766656,Sa
3.55728384,Sa
4.9065984,Sa
5.64258816,Sa
3.28128768,Sa
1.71730944,Sa
0.67465728,Sa
0.88932096,Sa
2.39196672,Sa
2.66796288,Sa
4.63060224,Sa
2.48396544,Sa
3.58795008,Sa
3.2199552,Sa
3.18928896,Sa
4.4466048,Sa
0.766656,Sa
2.97462528,Sa
3.49595136,Sa
3.18928896,Sa
12.08249856,Sa
6.899904,Sa
1.10398464,Sa
3.15862272,Sa
3.49595136,Sa
0.58265856,Sa
2.54529792,Sa
3.49595136,Sa
2.6066304,Sa
3.64928256,Sa
2.9132928,Sa
3.77194752,Sa
1.74797568,Sa
3.74128128,Sa
4.32393984,Sa
4.7532672,Sa
0.33732864,Sa
0.52132608,Sa
3.9866112,Sa
1.25731584,Sa
2.17730304,Sa
1.62531072,Sa
0.39866112,Sa
3.00529152,Sa
0.42932736,Sa
0.36799488,Sa
7.78922496,Sa
3.74128128,Sa
0.3066624,Sa
8.5865472,Sa
0.64399104,Sa
1.533312,Sa
1.47197952,Sa
0.33732864,Sa
3.31195392,Sa
0.3066624,Sa
1.59464448,Sa
6.47057664,Sa
2.7599616,Sa
3.95594496,Sa
6.68524032,Sa
11.1931776,Sa
8.15721984,Sa
2.11597056,Sa
1.71730944,Sa
2.51463168,Sa
1.77864192,Sa
2.20796928,Sa
0.6133248,Sa
3.2199552,Sa
4.20127488,Sa
3.77194752,Sa
0.82798848,Sa
6.22524672,Sa
1.8399744,Sa
4.53860352,Sa
0.36799488,Sa
1.01198592,Sa
2.20796928,Sa
3.18928896,Sa
2.4532992,Sa
2.7599616,Sa
4.10927616,Sa
0.3066624,Sa
2.05463808,Sa
13.43181312,Sa
3.49595136,Sa
0.95065344,Sa
4.23194112,Sa
2.54529792,Sa
2.48396544,Sa
2.69862912,Sa
2.08530432,Sa
1.65597696,Sa
0.70532352,Sa
4.599936,Sa
2.20796928,Sa
0.4599936,Sa
0.3066624,Sa
0.9199872,Sa
2.6066304,Sa
0.42932736,Sa
0.67465728,Sa
0.33732864,Sa
1.80930816,Sa
2.82129408,Sa
0.82798848,Sa
5.64258816,Sa
0.4599936,Sa
0.3066624,Sa
0.3066624,Sa
0.766656,Sa
0.33732864,Sa
2.1466368,Sa
0.58265856,Sa
0.58265856,Sa
0.36799488,Sa
16.866432,Sa
1.77864192,Sa
3.15862272,Sa
0.3066624,Sa
2.4532992,Sa
2.51463168,Sa
2.08530432,Sa
0.85865472,Sa
4.2932736,Sa
2.9132928,Sa
0.33732864,Sa
3.28128768,Sa
2.02397184,Sa
2.94395904,Sa
0.766656,Sa
4.20127488,Sa
1.44131328,Sa
0.3066624,Sa
0.36799488,Sa
2.20796928,Sa
0.33732864,Sa
0.79732224,Sa
0.33732864,Sa
2.11597056,Sa
2.94395904,Sa
4.01727744,Sa
0.33732864,Sa
0.3066624,Sa
2.85196032,Sa
0.64399104,Sa
0.3066624,Sa
0.64399104,Sa
0.39866112,Sa
0.4599936,Sa
1.50264576,Sa
7.57456128,Sa
0.36799488,Sa
1.19598336,Sa
0.4599936,Sa
0.36799488,Sa
2.85196032,Sa
2.94395904,Sa
3.25062144,Sa
5.6732544,Sa
0.3066624,Sa
1.80930816,Sa
0.64399104,Sa
0.3066624,Sa
2.72929536,Sa
0.42932736,Sa
0.39866112,Sa
0.85865472,Sa
3.2199552,Sa
1.50264576,Sa
0.42932736,Sa
0.33732864,Sa
2.79062784,Sa
0.3066624,Sa
0.766656,Sa
0.6133248,Sa
1.9933056,Sa
3.25062144,Sa
0.39866112,Sa
0.3066624,Sa
2.36130048,Sa
0.49065984,Sa
3.18928896,Sa
3.2199552,Sa
0.95065344,Sa
0.3066624,Sa
0.88932096,Sa
2.17730304,Sa
0.42932736,Sa
1.93197312,Sa
2.36130048,Sa
0.42932736,Sa
2.1466368,Sa
0.766656,Sa
0.82798848,Sa
3.64928256,Sa
2.05463808,Sa
0.85865472,Sa
0.6133248,Sa
2.7599616,Sa
0.39866112,Sa
2.69862912,Sa
1.65597696,Sa
0.85865472,Sa
2.4532992,Sa
0.64399104,Sa
0.39866112,Sa
0.42932736,Sa
4.32393984,Sa
1.6866432,Sa
0.52132608,Sa
2.02397184,Sa
3.9866112,Sa
0.766656,Sa
7.32923136,Sa
0.52132608,Sa
3.03595776,Sa
0.79732224,Sa
0.39866112,Sa
6.22524672,Sa
1.87064064,Sa
2.02397184,Sa
2.88262656,Sa
1.56397824,Sa
2.299968,Sa
2.05463808,Sa
0.3066624,Sa
0.3066624,Sa
1.28798208,Sa
1.80930816,Sa
1.87064064,Sa
1.19598336,Sa
0.3066624,Sa
1.41064704,Sa
1.04265216,Sa
1.13465088,Sa
0.33732864,Sa
1.77864192,Sa
1.04265216,Sa
2.36130048,Sa
0.52132608,Sa
0.36799488,Sa
0.79732224,Sa
0.82798848,Sa
2.299968,Sa
0.3066624,Sa
0.36799488,Sa
3.64928256,Sa
0.70532352,Sa
0.52132608,Sa
1.16531712,Sa
0.42932736,Sa
2.20796928,Sa
1.56397824,Sa
0.36799488,Sa
3.58795008,Sa
0.3066624,Sa
3.46528512,Sa
3.58795008,Sa
8.433216,Sa
0.82798848,Sa
1.9933056,Sa
1.59464448,Sa
3.25062144,Sa
1.87064064,Sa
0.42932736,Sa
3.9866112,Sa
1.96263936,Sa
4.20127488,Sa
1.59464448,Sa
2.20796928,Sa
1.04265216,Sa
0.3066624,Sa
1.90130688,Sa
0.3066624,Sa
0.3066624,Sa
0.3066624,Sa
1.16531712,Sa
1.44131328,Sa
1.47197952,Sa
0.33732864,Sa
0.82798848,Sa
1.44131328,Sa
0.88932096,Sa
0.85865472,Sa
3.49595136,Sa
0.36799488,Sa
0.36799488,Sa
0.36799488,Sa
1.9933056,Sa
8.80121088,Sa
1.59464448,Sa
3.5266176,Sa
1.16531712,Sa
0.39866112,Sa
0.33732864,Sa
0.3066624,Sa
0.79732224,Sa
2.1466368,Sa
0.33732864,Sa
0.766656,Sa
0.33732864,Sa
1.2266496,Sa
1.3799808,Sa
0.3066624,Sa
0.33732864,Sa
1.04265216,Sa
1.28798208,Sa
1.87064064,Sa
0.73598976,Sa
0.95065344,Sa
1.04265216,Sa
0.33732864,Sa
0.3066624,Sa
1.65597696,Sa
0.3066624,Sa
0.4599936,Sa
242.44729344,Pa
146.61529344,Pa
143.94733056,Pa
51022.98077184,Pa
101.75058432,Pa
41.43009024,Pa
121.00898304,Pa
2830.98461184,Pa
37.53547776,Pa
29.34759168,Pa
4786.75473408,Pa
18.03174912,Pa
6.4399104,Pa
1251.05992704,Pa
659.20149504,Pa
12.05183232,Pa
19.90238976,Pa
78.26024448,Pa
76.8189312,Pa
181.11481344,Pa
5.8265856,Pa
41.8594176,Pa
102.731904,Pa
26.28096768,Pa
3.12795648,Pa
491.05850112,Pa
105.92119296,Pa
15.0264576,Pa
30.78890496,Pa
104.23454976,Pa
578.82528,Pa
8.95454208,Pa
14.16780288,Pa
10.54918656,Pa
46.21402368,Pa
16.03844352,Pa
20.76104448,Pa
72678.0688128,Pa
4.17060864,Pa
231.16211712,Pa
148.14860544,Pa
13.70780928,Pa
114.29307648,Pa
35.02084608,Pa
4.23194112,Pa
36.30882816,Pa
7.08390144,Pa
36.15549696,Pa
6.65457408,Pa
185.9907456,Pa
8.433216,Pa
31.37156352,Pa
15.85444608,Pa
6.37857792,Pa
12.266496,Pa
32.01555456,Pa
12.266496,Pa
18.18508032,Pa
6.31724544,Pa
1.71730944,Pa
2.69862912,Pa
4.47727104,Pa
81.20420352,Pa
5.18259456,Pa
3.31195392,Pa
4.53860352,Pa
14.65846272,Pa
3.43461888,Pa
76.94159616,Pa
15.39445248,Pa
42.6260736,Pa
9.53720064,Pa
3.58795008,Pa
0.39866112,Pa
6.34791168,Pa
4.84526592,Pa
5.64258816,Pa
254.0697984,Pa
6.2865792,Pa
30.9729024,Pa
3.066624,Pa
1.34931456,Pa
25.54497792,Pa
3.49595136,Pa
36.37016064,Pa
2.48396544,Pa
61.08715008,Pa
1.50264576,Pa
6.19458048,Pa
3.86394624,Pa
32.13821952,Pa
18.89040384,Pa
3.83328,Pa
45.29403648,Pa
11.25451008,Pa
2.39196672,Pa
3.80261376,Pa
13.06381824,Pa
5.70392064,Pa
164.64704256,Pa
10.67185152,Pa
28.9795968,Pa
27.99827712,Pa
2.23863552,Pa
24.59432448,Pa
5.5199232,Pa
18.89040384,Pa
95.92399872,Pa
14.50513152,Pa
4.599936,Pa
33.05820672,Pa
21.34370304,Pa
7.69722624,Pa
9.26120448,Pa
8.2798848,Pa
3.2199552,Pa
3.3732864,Pa
9.3532032,Pa
0.33732864,Pa
30.11424768,Pa
10.02786048,Pa
12.35849472,Pa
29.62358784,Pa
37.7194752,Pa
42.4727424,Pa
21.466368,Pa
34.83684864,Pa
8.61721344,Pa
4.32393984,Pa
7.0532352,Pa
28.6729344,Pa
73.62964224,Pa
37.75014144,Pa
54.00324864,Pa
19.1664,Pa
30.9729024,Pa
3.03595776,Pa
1780.38989568,Pa
2.51463168,Pa
26.86362624,Pa
14.566464,Pa
28.73426688,Pa
30.75823872,Pa
10.70251776,Pa
91.26273024,Pa
50.4459648,Pa
2.69862912,Pa
12.84915456,Pa
1.93197312,Pa
54.40190976,Pa
10.82518272,Pa
59.9524992,Pa
22.96901376,Pa
1.59464448,Pa
6.22524672,Pa
7.14523392,Pa
21.22103808,Pa
22.35568896,Pa
31.98488832,Pa
1.6866432,Pa
31.77022464,Pa
232.72609536,Pa
3.2199552,Pa
8.70921216,Pa
11.77583616,Pa
8.70921216,Pa
13.86114048,Pa
1.04265216,Pa
20.2397184,Pa
39.68211456,Pa
30.63557376,Pa
405.07036416,Pa
4.26260736,Pa
5.42792448,Pa
2.82129408,Pa
223.863552,Pa
214.26501888,Pa
9.87452928,Pa
10.61051904,Pa
26.89429248,Pa
5.55058944,Pa
13.9531392,Pa
12.48115968,Pa
1.34931456,Pa
6.5932416,Pa
2.26930176,Pa
2.33063424,Pa
19.74905856,Pa
4.66126848,Pa
15.57844992,Pa
1.2266496,Pa
0.4599936,Pa
74.54962944,Pa
72.18832896,Pa
49.92463872,Pa
1.8399744,Pa
0.9199872,Pa
1.01198592,Pa
13.70780928,Pa
1.13465088,Pa
69.73502976,Pa
2.69862912,Pa
33.45686784,Pa
1.90130688,Pa
6.7465728,Pa
4.69193472,Pa
0.58265856,Pa
0.49065984,Pa
2.299968,Pa
9.10787328,Pa
1.44131328,Pa
1.3799808,Pa
1.87064064,Pa
1.74797568,Pa
7.57456128,Pa
26.46496512,Pa
14.78112768,Pa
1.59464448,Pa
3.15862272,Pa
28.79559936,Pa
18.399744,Pa
25.4529792,Pa
1.56397824,Pa
5.24392704,Pa
30.45157632,Pa
101.8119168,Pa
14.16780288,Pa
6.19458048,Pa
37.13681664,Pa
3.15862272,Pa
2.57596416,Pa
1638.68120064,Pa
2.97462528,Pa
0.36799488,Pa
1.19598336,Pa
39.89677824,Pa
9.93586176,Pa
35.38884096,Pa
2.79062784,Pa
131.95683072,Pa
90.0054144,Pa
4.56926976,Pa
75.68428032,Pa
0.766656,Pa
74.76429312,Pa
2.85196032,Pa
11.89850112,Pa
54.67790592,Pa
5.42792448,Pa
165.10703616,Pa
6.37857792,Pa
30.9729024,Pa
1.87064064,Pa
38.3328,Pa
108.00649728,Pa
18.0930816,Pa
23.766336,Pa
29.56225536,Pa
42.56474112,Pa
145.9713024,Pa
1.56397824,Pa
170.99495424,Pa
2.39196672,Pa
6.53190912,Pa
45.47803392,Pa
2084.47633152,Pa
10.1198592,Pa
23.58233856,Pa
5.15192832,Pa
273.42019584,Pa
22.81568256,Pa
5.30525952,Pa
10.05852672,Pa
4.78393344,Pa
19.933056,Pa
7.48256256,Pa
2.26930176,Pa
1.2266496,Pa
20.97570816,Pa
8.92387584,Pa
6.77723904,Pa
5.61192192,Pa
4.38527232,Pa
10.02786048,Pa
24.532992,Pa
62.46713088,Pa
14.35180032,Pa
2.57596416,Pa
51.5192832,Pa
2.85196032,Pa
50.93662464,Pa
0.3066624,Pa
3.25062144,Pa
2.05463808,Pa
76.0522752,Pa
6.25591296,Pa
12.69582336,Pa
1.6866432,Pa
4.81459968,Pa
41.33809152,Pa
12.266496,Pa
29.62358784,Pa
57.1925376,Pa
0.36799488,Pa
3.31195392,Pa
4.9065984,Pa
22.57035264,Pa
0.88932096,Pa
0.73598976,Pa
32.5062144,Pa
21.58903296,Pa
40.05010944,Pa
105.09320448,Pa
1.13465088,Pa
2.79062784,Pa
1.96263936,Pa
21.09837312,Pa
4.07860992,Pa
38.97679104,Pa
3.15862272,Pa
1.25731584,Pa
2.17730304,Pa
5.61192192,Pa
0.33732864,Pa
1.62531072,Pa
5.24392704,Pa
1.77864192,Pa
1.3799808,Pa
4.72260096,Pa
4.50793728,Pa
2.9132928,Pa
35.14351104,Pa
2.69862912,Pa
3.12795648,Pa
0.79732224,Pa
0.766656,Pa
1.87064064,Pa
2.05463808,Pa
1.25731584,Pa
1.56397824,Pa
45.99936,Pa
1.16531712,Pa
11.13184512,Pa
44.1593856,Pa
2.39196672,Pa
23.6130048,Pa
7.60522752,Pa
4.07860992,Pa
2.36130048,Pa
39.77411328,Pa
6.71590656,Pa
62.06846976,Pa
2.94395904,Pa
13.92247296,Pa
6.7465728,Pa
18.5530752,Pa
1.19598336,Pa
12.94115328,Pa
20.63837952,Pa
109.9384704,Pa
45.11003904,Pa
