"","Distance","MeanCounts","MeanBinDensity","MeanTotalDensity","MeanPropOcc","SDPropOcc","source","TimePoint","Position"
"1",0.5,1.6304347826087,0.523585231193927,1.22671801127152e-06,0.0126893413414418,0.00727486525668478,"finalGG",0,2
"2",1.5,0.888888888888889,0.168551587301587,7.5035136528767e-07,0.000991106488838705,0.00127269032994676,"finalGG",0,2
"3",2.5,0.441176470588235,0.0638655462184874,3.9548015040067e-07,0.000195440201843746,0.000325628020113362,"finalGG",0,2
"4",3.5,0.181818181818182,0.0311688311688312,9.0719185405667e-08,4.46433817433526e-05,9.91764465197393e-05,"finalGG",0,2
"5",4.5,0.0967741935483871,0.015668202764977,4.36029329019422e-08,1.47989541992704e-05,5.73502118031387e-05,"finalGG",0,2
"6",5.5,0,0,0,0,0,"finalGG",0,2
"7",6.5,0,0,0,0,0,"finalGG",0,2
"8",7.5,0,0,0,0,0,"finalGG",0,2
"9",8.5,0,0,0,0,0,"finalGG",0,2
"10",9.5,0,0,0,0,0,"finalGG",0,2
"11",10.5,0,0,0,0,0,"finalGG",0,2
"12",11.5,0,0,0,0,0,"finalGG",0,2
"13",12.5,0,0,0,0,0,"finalGG",0,2
"14",13.5,0,0,0,0,0,"finalGG",0,2
"15",14.5,0,0,0,0,0,"finalGG",0,2
"16",15.5,0,0,0,0,0,"finalGG",0,2
"17",16.5,0.0666666666666667,0.0222222222222222,2.36888258556582e-08,7.53311653862129e-07,2.86725299431514e-06,"finalGG",0,2
"18",17.5,0.0344827586206897,0.00383141762452107,1.69307103496617e-08,5.35928576515679e-07,2.88606370938993e-06,"finalGG",0,2
"19",18.5,0,0,0,0,0,"finalGG",0,2
"20",19.5,0.275862068965517,0.0842911877394636,2.65117258863325e-07,6.34628155399816e-06,1.10538382018444e-05,"finalGG",0,2
"21",20.5,0.217391304347826,0.0492753623188406,9.03740764243539e-08,1.89526395294864e-06,5.1691143349919e-06,"finalGG",0,2
"22",21.5,0.318181818181818,0.0434343434343434,1.48590502353666e-07,3.06790525779408e-06,1.11113905186587e-05,"finalGG",0,2
"23",22.5,0.272727272727273,0.038961038961039,9.64019779586288e-08,1.78708526300499e-06,2.98896056494324e-06,"finalGG",0,2
"24",23.5,0.227272727272727,0.0898268398268398,1.64698227876926e-07,3.14290095400485e-06,7.15926399381393e-06,"finalGG",0,2
"25",24.5,0.333333333333333,0.0674603174603175,1.26861755843291e-07,2.04620817676907e-06,3.02466911077469e-06,"finalGG",0,2
"26",25.5,0,0,0,0,0,"finalGG",0,2
"27",26.5,0,0,0,0,0,"finalGG",0,2
"28",27.5,0.0833333333333333,0.0277777777777778,1.19255605695013e-07,2.02491108319329e-06,7.01449775380022e-06,"finalGG",0,2
"29",28.5,0.727272727272727,0.103282828282828,7.28694059480078e-07,1.1657207885353e-05,1.03836995252578e-05,"finalGG",0,2
"30",29.5,1,0.444444444444444,3.59143237586974e-07,4.20691890481774e-06,2.68734890692675e-08,"finalGG",0,2
"31",0.5,0,0,0,0,0,"finalRG",0,2
"32",1.5,0,0,0,0,0,"finalRG",0,2
"33",2.5,0,0,0,0,0,"finalRG",0,2
"34",3.5,0,0,0,0,0,"finalRG",0,2
"35",4.5,0.00261324041811847,0.000609756097560976,1.18317825819537e-09,3.25002822295517e-07,6.37018580711254e-06,"finalRG",0,2
"36",5.5,0.0204703832752613,0.00573461091753775,8.28459885655479e-09,1.68967732358976e-06,1.88411872212586e-05,"finalRG",0,2
"37",6.5,0.022667829119442,0.00931519076680367,9.85987353851844e-09,1.35967830769513e-06,1.24111652792297e-05,"finalRG",0,2
"38",7.5,0.0337127845884413,0.00942894671003252,1.56431717960114e-08,1.57799982474375e-06,1.37933136537112e-05,"finalRG",0,2
"39",8.5,0.0645019745502413,0.0201297909832355,2.98869548685073e-08,2.40591606899538e-06,1.66050186042487e-05,"finalRG",0,2
"40",9.5,0.0607538802660754,0.0186581846337944,2.45670319996315e-08,1.73370720843188e-06,1.03460826912774e-05,"finalRG",0,2
"41",10.5,0.0514541387024608,0.0165631547175171,1.99789664891375e-08,1.21044062741261e-06,6.94232172447403e-06,"finalRG",0,2
"42",11.5,0.0506329113924051,0.0165000071758661,2.00725859547512e-08,1.03976932726069e-06,6.08933656188526e-06,"finalRG",0,2
"43",12.5,0.0776965265082267,0.0296674138881634,3.16373379374694e-08,1.44019537554091e-06,6.85079317650454e-06,"finalRG",0,2
"44",13.5,0.0934142923867352,0.031617587094,3.59154658172587e-08,1.48014456672781e-06,6.87244991595223e-06,"finalRG",0,2
