0,0,0
0,0,1
0,0,2
0,0,3
0,0,4
0,0,5
15,130,6
240,8746,7
2045,32599,8
4269,43660,9
6465,40620,10
7102,24381,11
6858,14861,12
6364,9974,13
5727,8209,14
5531,7724,15
4312,7197,16
3938,6809,17
2952,6304,18
2738,4994,19
2537,4138,20
2392,3497,21
2060,2831,22
1574,2298,23
1221,1884,24
1278,1473,25
1105,1220,26
1085,1098,27
731,864,28
640,810,29
300,628,30
311,423,31
235,329,32
283,288,33
340,202,34
273,196,35
226,165,36
89,127,37
190,64,38
200,48,39
188,0,40
220,0,41
92,0,42
85,0,43
180,0,44
43,0,45
96,0,46
20,0,47
69,0,48
17,0,49
78,0,50
17,0,51
69,0,52
27,0,53
53,0,54
22,0,55
10,0,56
0,12,57
50,11,58
21,0,59
0,0,60
23,0,61
70,0,62
50,0,63
39,0,64
45,0,65
15,0,66
20,0,67
59,0,68
0,0,69
0,0,70
0,0,71
31,0,72
14,0,73
14,0,74
0,0,75
26,0,76
0,0,77
21,0,78
0,0,79
0,0,80
0,0,81
0,0,82
0,0,83
0,0,84
0,0,85
0,0,86
0,0,87
0,0,88
0,0,89
0,0,90
0,0,91
