2.5625e+05,0.97752,0,6,251,0,0.0039216,0,0,0.17762,0.024632,0.16969,1,0,0,3,0
2.5671e+05,0.97926,0,12,244,0.0039216,0.0078431,1,1,0.14893,0.043198,0.35247,2,0,0,3,0
2.5554e+05,0.97479,0,7,250,0,0.0039216,0,0,0.19882,0.028072,0.18401,1,0,0,3,1
2.5695e+05,0.98019,0,12,245,0.0039216,0.0078431,0,0,0.14208,0.041557,0.3466,2,0,0,3,1
2.5928e+05,0.98907,0,5,252,0,0.0039216,0,0,0.086915,0.011429,0.11107,1,0,0,3,2
2.5804e+05,0.98433,0,12,244,0.0039216,0.0039216,1,1,0.11254,0.032574,0.30655,2,0,0,3,2
2.5811e+05,0.98461,0,5,252,0,0.0039216,0,0,0.12242,0.016033,0.13078,1,0,0,3,3
2.5671e+05,0.97927,0,12,245,0.0039216,0.0078431,0,0,0.14903,0.042515,0.34333,2,0,0,3,3
2.5785e+05,0.98362,0,7,250,0,0.0039216,0,0,0.12944,0.01799,0.14636,1,0,1,3,0
2.3939e+05,0.91319,0,14,242,0.0039216,0.015686,1,2,0.61914,0.18849,0.7388,2,0,1,3,0
2.5907e+05,0.98829,0,5,252,0,0.0039216,0,0,0.093206,0.012169,0.11384,1,0,1,3,1
2.3882e+05,0.91104,0,15,241,0.0039216,0.015686,1,1,0.63517,0.19208,0.74723,2,0,1,3,1
2.6113e+05,0.99612,0,4,253,0,1,0,0,0.030923,0.0039368,0.063587,1,0,1,3,2
2.4312e+05,0.92743,0,15,242,0.0039216,0.015686,0,0,0.51888,0.15524,0.6669,2,0,1,3,2
2.5752e+05,0.98236,0,5,252,0,0.0039216,0,0,0.14016,0.018517,0.14149,1,0,1,3,3
2.46e+05,0.93841,0,13,243,0.0039216,0.011765,1,1,0.44136,0.12971,0.60513,2,0,1,3,3
2.5596e+05,0.9764,0,7,250,0,0.0039216,0,0,0.1867,0.025681,0.17233,1,0,2,3,0
2.305e+05,0.87929,0,17,239,0.0039216,0.015686,1,1,0.85747,0.26921,0.89018,2,0,2,3,0
2.574e+05,0.98191,0,7,250,0,0.0039216,0,0,0.14216,0.020809,0.1651,1,0,2,3,1
2.3281e+05,0.8881,0,16,239,0.0039216,0.015686,2,3,0.79455,0.24961,0.85841,2,0,2,3,1
2.5978e+05,0.99098,0,5,252,0,1,0,0,0.071875,0.0092392,0.098039,1,0,2,3,2
2.4088e+05,0.91889,0,15,242,0.0039216,0.015686,0,0,0.57831,0.17646,0.7176,2,0,2,3,2
2.5673e+05,0.97934,0,6,251,0,0.0039216,0,0,0.16447,0.021381,0.15001,1,0,2,3,3
2.3972e+05,0.91446,0,15,242,0.0039216,0.015686,0,0,0.61071,0.18483,0.7292,2,0,2,3,3
2.5626e+05,0.97757,0,6,251,0,0.0039216,0,0,0.17797,0.023808,0.16224,1,0,3,3,0
2.2803e+05,0.86985,0,15,242,0.0039216,0.019608,0,0,0.92431,0.29008,0.91799,2,0,3,3,0
2.5776e+05,0.98327,0,6,251,0,0.0039216,0,0,0.1326,0.017952,0.14283,1,0,3,3,1
2.3137e+05,0.88261,0,16,238,0.0039216,0.015686,3,3,0.83234,0.26434,0.88821,2,0,3,3,1
2.5973e+05,0.99079,0,5,252,0,1,0,0,0.073478,0.0093842,0.098219,1,0,3,3,2
2.397e+05,0.9144,0,15,241,0.0039216,0.015686,1,1,0.60974,0.18714,0.73855,2,0,3,3,2
2.5683e+05,0.97972,0,5,252,0,0.0039216,0,0,0.16165,0.020786,0.14621,1,0,3,3,3
2.3626e+05,0.90124,0,15,242,0.0039216,0.015686,0,0,0.70469,0.21431,0.78579,2,0,3,3,3
2.5509e+05,0.97308,0,6,251,0,0.0039216,0,0,0.21389,0.028233,0.17371,1,0,4,3,0
2.2408e+05,0.85479,0,18,239,0.0039216,0.019608,0,0,1.028,0.33046,0.98816,2,0,4,3,0
2.5671e+05,0.97929,0,5,252,0,0.0039216,0,0,0.16465,0.02169,0.15275,1,0,4,3,1
2.257e+05,0.86097,0,16,239,0.0039216,0.019608,2,2,0.98356,0.3182,0.97755,2,0,4,3,1
2.5908e+05,0.9883,0,6,251,0,0.0039216,0,0,0.093252,0.011986,0.11159,1,0,4,3,2
2.3621e+05,0.90107,0,16,241,0.0039216,0.015686,0,0,0.70419,0.21709,0.79407,2,0,4,3,2
2.5309e+05,0.96548,0,5,252,0,0.0039216,0,0,0.27504,0.03548,0.19022,1,0,4,3,3
2.2829e+05,0.87086,0,15,241,0.0039216,0.019608,1,1,0.91785,0.28663,0.91104,2,0,4,3,3
2.5536e+05,0.97413,0,5,252,0,0.0039216,0,0,0.20584,0.026878,0.16818,1,0,5,3,0
2.1962e+05,0.83778,0,16,238,0.0039216,0.019608,3,3,1.1469,0.37168,1.0461,2,0,5,3,0
2.5741e+05,0.98194,0,6,251,0,0.0039216,0,0,0.14374,0.018696,0.14032,1,0,5,3,1
2.2512e+05,0.85876,0,16,239,0.0039216,0.019608,2,2,0.99965,0.32209,0.98067,2,0,5,3,1
2.5922e+05,0.98885,0,5,252,0,0.0039216,0,0,0.088878,0.011379,0.10827,1,0,5,3,2
2.3405e+05,0.89281,0,15,241,0.0039216,0.015686,1,1,0.7632,0.23508,0.82462,2,0,5,3,2
2.5411e+05,0.96934,0,4,253,0,0.0039216,0,0,0.24446,0.031292,0.17771,1,0,5,3,3
2.2215e+05,0.84744,0,17,238,0.0039216,0.019608,2,2,1.0821,0.34371,1.0034,2,0,5,3,3
2.5397e+05,0.96882,0,5,252,0,0.0039216,0,0,0.24816,0.03231,0.18335,1,0,6,3,0
2.0894e+05,0.79704,0,18,236,0.0039216,0.019608,3,3,1.4307,0.47448,1.1836,2,0,6,3,0
2.5755e+05,0.98248,0,5,252,0,0.0039216,0,0,0.13964,0.017921,0.13574,1,0,6,3,1
2.2065e+05,0.8417,0,18,238,0.0039216,0.019608,1,1,1.1184,0.36501,1.0457,2,0,6,3,1
2.5906e+05,0.98824,0,5,252,0,0.0039216,0,0,0.093826,0.011955,0.11049,1,0,6,3,2
2.2798e+05,0.86967,0,18,237,0.0039216,0.019608,2,2,0.92474,0.29181,0.92417,2,0,6,3,2
2.5456e+05,0.97107,0,5,252,0,0.0039216,0,0,0.23061,0.02964,0.17377,1,0,6,3,3
2.1614e+05,0.8245,0,17,239,0.0039216,0.019608,1,1,1.2425,0.39954,1.0759,2,0,6,3,3
2.5438e+05,0.9704,0,5,252,0,0.0039216,0,0,0.23561,0.030617,0.17826,1,0,7,3,0
1.9842e+05,0.75689,0,18,237,0.0039216,0.023529,2,2,1.7064,0.58236,1.3058,2,0,7,3,0
2.5754e+05,0.98244,0,5,252,0,0.0039216,0,0,0.14,0.017902,0.13525,1,0,7,3,1
2.0957e+05,0.79943,0,17,239,0.0039216,0.019608,1,1,1.4123,0.47056,1.1758,2,0,7,3,1
2.5880e+05,0.98726,0,5,252,0,0.0039216,0,0,0.10167,0.012894,0.11426,1,0,7,3,2
2.1453e+05,0.81838,0,17,240,0.0039216,0.019608,0,0,1.2828,0.41905,1.1073,2,0,7,3,2
2.5484e+05,0.97212,0,6,251,0,0.0039216,0,0,0.22222,0.028572,0.1709,1,0,7,3,3
2.1045e+05,0.80282,0,17,239,0.0039216,0.019608,1,1,1.3936,0.45456,1.1502,2,0,7,3,3
2.5554e+05,0.9748,0,6,251,0,0.0039216,0,0,0.20074,0.025936,0.16379,1,0,8,3,0
1.96e+05,0.74768,0,17,239,0.0039216,0.023529,1,1,1.7733,0.60035,1.3145,2,0,8,3,0
2.5656e+05,0.97868,0,5,252,0,0.0039216,0,0,0.16996,0.021809,0.14949,1,0,8,3,1
1.9349e+05,0.73811,0,21,234,0.0039216,0.023529,2,2,1.838,0.62776,1.3469,2,0,8,3,1
2.5895e+05,0.9878,0,4,253,0,0.0039216,0,0,0.097385,0.012341,0.11167,1,0,8,3,2
2.051e+05,0.78239,0,18,238,0.0039216,0.019608,1,1,1.5354,0.50515,1.2031,2,0,8,3,2
2.5589e+05,0.97614,0,5,252,0,0.0039216,0,0,0.1903,0.024284,0.15673,1,0,8,3,3
2.0794e+05,0.79324,0,17,240,0.0039216,0.019608,0,0,1.4604,0.47704,1.1707,2,0,8,3,3
2.5596e+05,0.97643,0,5,252,0,0.0039216,0,0,0.18794,0.024071,0.15659,1,0,9,3,0
1.937e+05,0.73891,0,18,237,0.0039216,0.023529,2,2,1.8328,0.62562,1.3446,2,0,9,3,0
2.5594e+05,0.97635,0,5,252,0,0.0039216,0,0,0.18852,0.02425,0.15774,1,0,9,3,1
1.871e+05,0.71375,0,18,234,0.0039216,0.023529,5,5,2.0017,0.70207,1.4329,2,0,9,3,1
2.5871e+05,0.98691,0,4,253,0,0.0039216,0,0,0.10451,0.013214,0.11529,1,0,9,3,2
2.0038e+05,0.76438,0,18,237,0.0039216,0.023529,2,2,1.6595,0.55288,1.2581,2,0,9,3,2
2.5612e+05,0.977,0,5,252,0,0.0039216,0,0,0.18343,0.023438,0.15424,1,0,9,3,3
2.0387e+05,0.77769,0,20,235,0.0039216,0.023529,2,2,1.5675,0.51902,1.2269,2,0,9,3,3
