2.5142e+05,0.95909,0,28,204,0.24314,0.0039216,25,30,0.31692,0.06715,1.1509,1,0,0,3,0
2.1625e+05,0.82491,0,58,192,0.019608,0.031373,7,11,1.19,0.57187,2.108,2,0,0,3,0
2.4492e+05,0.9343,0,34,196,0.11765,0.0039216,27,34,0.50875,0.10389,1.0137,1,0,0,3,1
2.0134e+05,0.76804,0,87,155,0.058824,0.05098,15,21,1.5468,0.91723,3.4549,2,0,0,3,1
2.4329e+05,0.92809,9,75,108,0.24706,0.0078431,74,137,0.54024,0.23145,3.7954,1,0,0,3,2
1.9096e+05,0.72847,14,196,14,0.17647,0.28627,47,109,1.6526,2.9109,13.442,2,0,0,3,2
2.4455e+05,0.93288,0,73,123,0.1451,0.0078431,61,112,0.50174,0.20747,2.9842,1,0,0,3,3
1.9613e+05,0.74818,4,196,16,0.16863,0.31765,45,90,1.4788,3.2537,14.287,2,0,0,3,3
2.4564e+05,0.93702,0,34,205,0.019608,0.0078431,18,23,0.4766,0.1106,0.8085,1,0,1,3,0
2.2171e+05,0.84575,0,24,229,0.0039216,0.023529,4,7,1.0774,0.38787,1.1819,2,0,1,3,0
2.467e+05,0.9411,0,17,238,0.0039216,0.0078431,2,2,0.45132,0.086945,0.46224,1,0,1,3,1
2.2369e+05,0.8533,0,19,236,0.0039216,0.019608,2,2,1.0272,0.3597,1.1023,2,0,1,3,1
2.3546e+05,0.89819,0,63,161,0.07451,0.019608,33,45,0.75553,0.26313,2.168,1,0,1,3,2
1.8735e+05,0.71469,0,91,127,0.07451,0.05098,39,53,1.9121,1.0834,3.856,2,0,1,3,2
2.3103e+05,0.88131,58,110,56,0.33725,0.047059,91,217,0.84106,0.63467,6.6324,1,0,1,3,3
1.8167e+05,0.693,6,126,80,0.10588,0.10588,51,96,1.9962,1.6201,6.5869,2,0,1,3,3
2.3639e+05,0.90174,0,30,196,0.031373,0.011765,31,64,0.74138,0.18323,1.1319,1,0,2,3,0
1.8527e+05,0.70673,0,35,217,0.0078431,0.035294,5,7,1.9939,0.87284,1.9164,2,0,2,3,0
2.3298e+05,0.88874,0,35,208,0.015686,0.015686,14,21,0.8381,0.20324,1.0201,1,0,2,3,1
1.8179e+05,0.69346,0,42,210,0.0078431,0.035294,5,5,2.0714,0.95573,2.1122,2,0,2,3,1
2.2397e+05,0.85439,7,86,65,0.21176,0.05098,106,206,1.0295,0.65385,5.2607,1,0,2,3,2
1.4996e+05,0.57206,0,134,83,0.10196,0.16471,40,74,2.6867,2.7111,8.3264,2,0,2,3,2
2.1888e+05,0.83496,43,100,47,0.27843,0.070588,110,245,1.1495,0.86592,6.7737,1,0,2,3,3
1.4117e+05,0.53851,3,149,62,0.11765,0.20392,46,85,2.8452,3.3711,10.239,2,0,2,3,3
2.3634e+05,0.90155,0,36,208,0.019608,0.011765,13,19,0.74754,0.16667,0.88952,1,0,3,3,0
1.7198e+05,0.65605,0,28,226,0.0078431,0.031373,3,3,2.3381,1.0052,1.9138,2,0,3,3,0
2.3331e+05,0.89001,0,35,212,0.015686,0.011765,10,13,0.83194,0.19021,0.90286,1,0,3,3,1
1.6922e+05,0.6455,0,33,219,0.0078431,0.039216,5,5,2.3853,1.1178,2.1837,2,0,3,3,1
2.1781e+05,0.83088,6,109,91,0.16078,0.047059,57,105,1.2124,0.63626,4.6162,1,0,3,3,2
1.2667e+05,0.48322,0,124,104,0.082353,0.15686,29,48,3.1968,3.2421,7.9454,2,0,3,3,2
2.1379e+05,0.81554,20,100,67,0.22353,0.066667,90,188,1.2879,0.86188,5.9077,1,0,3,3,3
1.121e+05,0.42761,0,154,62,0.10196,0.21961,41,69,3.4439,4.433,10.882,2,0,3,3,3
2.3466e+05,0.89515,0,36,214,0.015686,0.011765,7,10,0.79457,0.1788,0.87695,1,0,4,3,0
1.4490e+05,0.55277,0,36,214,0.011765,0.043137,7,14,2.9759,1.4806,2.4383,2,0,4,3,0
2.31e+05,0.88118,0,38,187,0.043137,0.011765,32,45,0.89726,0.21926,1.2853,1,0,4,3,1
1.4352e+05,0.54748,0,45,209,0.011765,0.047059,3,4,2.9759,1.6217,2.7544,2,0,4,3,1
2.1464e+05,0.81878,1,122,75,0.14118,0.058824,60,105,1.2738,0.78585,5.0768,1,0,4,3,2
1.0103e+05,0.38539,12,184,31,0.11765,0.26275,42,86,3.5991,5.5443,13.187,2,0,4,3,2
2.152e+05,0.82093,38,110,55,0.22745,0.070588,92,199,1.2401,0.92243,6.6641,1,0,4,3,3
87272,0.33292,2,181,32,0.12941,0.31765,44,74,3.7855,7.0798,15.506,2,0,4,3,3
2.3322e+05,0.88964,0,35,217,0.019608,0.011765,5,9,0.83525,0.19455,0.95373,1,0,5,3,0
1.3088e+05,0.49929,0,38,214,0.011765,0.047059,5,5,3.294,1.7651,2.7024,2,0,5,3,0
2.2728e+05,0.867,0,65,167,0.070588,0.015686,25,34,0.99455,0.28516,1.8877,1,0,5,3,1
1.2663e+05,0.48304,0,57,186,0.019608,0.062745,14,18,3.3289,2.1289,3.5641,2,0,5,3,1
2.1622e+05,0.82481,7,129,46,0.19216,0.07451,82,171,1.2002,0.98878,6.8699,1,0,5,3,2
86583,0.33029,1,175,24,0.12549,0.33725,58,126,3.7124,8.046,16.923,2,0,5,3,2
2.1561e+05,0.8225,43,152,36,0.21176,0.082353,69,153,1.2074,1.0968,7.8189,1,0,5,3,3
74275,0.28334,2,173,31,0.12549,0.35686,53,109,3.8831,9.3111,18.087,2,0,5,3,3
2.331e+05,0.88922,0,35,209,0.019608,0.011765,13,16,0.83871,0.19537,1.0025,1,0,6,3,0
1.2473e+05,0.47581,0,35,219,0.011765,0.047059,3,3,3.4336,1.8782,2.7406,2,0,6,3,0
2.2833e+05,0.87101,0,54,173,0.058824,0.015686,30,37,0.97002,0.25598,1.6001,1,0,6,3,1
1.221e+05,0.46577,0,54,196,0.015686,0.058824,7,7,3.4512,2.1278,3.341,2,0,6,3,1
2.1445e+05,0.81805,25,109,62,0.20392,0.062745,86,177,1.2769,0.85197,6.1758,1,0,6,3,2
78717,0.30028,1,176,38,0.12157,0.31373,43,82,3.908,7.6843,15.586,2,0,6,3,2
2.153e+05,0.8213,28,145,42,0.19216,0.082353,70,158,1.2307,1.0506,7.5259,1,0,6,3,3
66575,0.25396,1,199,23,0.12549,0.34118,35,60,4.0577,9.1657,17.361,2,0,6,3,3
2.3053e+05,0.8794,0,38,198,0.023529,0.015686,21,30,0.9103,0.22263,1.2544,1,0,7,3,0
1.167e+05,0.44519,0,45,211,0.011765,0.05098,1,1,3.6086,2.0681,2.9361,2,0,7,3,0
