0,0,0
0,0,1
0,0,2
0,0,3
0,0,4
56,192,5
546,7468,6
1477,24976,7
2413,45972,8
3030,74877,9
2940,86685,10
1987,84552,11
1419,82202,12
1100,81532,13
793,80195,14
623,76708,15
435,72155,16
343,66621,17
141,61117,18
152,56370,19
80,51315,20
115,44010,21
80,38499,22
50,32300,23
100,27080,24
63,23718,25
45,19002,26
0,14885,27
0,11598,28
0,8317,29
0,6822,30
0,5378,31
0,4282,32
0,2984,33
0,2081,34
0,1275,35
0,903,36
0,847,37
0,378,38
0,195,39
0,125,40
0,171,41
0,90,42
0,22,43
0,61,44
0,13,45
0,0,46
0,0,47
0,0,48
0,0,49
0,0,50
0,0,51
0,0,52
0,0,53
0,0,54
0,0,55
0,0,56
0,0,57
0,0,58
0,0,59
0,0,60
0,0,61
0,0,62
0,0,63
0,0,64
0,0,65
0,0,66
0,0,67
0,0,68
0,0,69
0,0,70
0,0,71
0,0,72
0,0,73
0,0,74
0,0,75
0,0,76
0,0,77
0,0,78
0,0,79
0,0,80
0,0,81
0,0,82
0,0,83
0,0,84
0,0,85
0,0,86
0,0,87
0,0,88
0,0,89
0,0,90
0,0,91
