"","Distance","MeanCounts","MeanBinDensity","MeanTotalDensity","MeanPropOcc","SDPropOcc","source","TimePoint","Position"
"1",0.5,42.8752,0.0059059401100994,2.74074559640317e-05,0.315312668560422,0.174390327809253,"finalGG",0,2
"2",1.5,111.0214,0.0149263448557353,7.03715625265386e-05,0.118030586988271,0.0893995714187713,"finalGG",0,2
"3",2.5,119.4418,0.0154721472062217,7.50691800284524e-05,0.0481868839119572,0.0490186395659868,"finalGG",0,2
"4",3.5,123.8228,0.0158294146387958,7.71089998851027e-05,0.0271393338502504,0.0293981574414631,"finalGG",0,2
"5",4.5,130.9942,0.0166816014774518,8.11030072324319e-05,0.0186894035396027,0.019707675852339,"finalGG",0,2
"6",5.5,140.018,0.0178281431908299,8.53786097534485e-05,0.0144262827460165,0.0147014546690594,"finalGG",0,2
"7",6.5,141.3436,0.0180209483906713,8.41750949879398e-05,0.0111568657741965,0.0110893024862435,"finalGG",0,2
"8",7.5,144.1116,0.0184539804638331,8.46683600110858e-05,0.00908116695768413,0.00845222805525641,"finalGG",0,2
"9",8.5,151.721,0.0195465141916959,8.93663864423295e-05,0.00787088527516739,0.00746149785590256,"finalGG",0,2
"10",9.5,165.306,0.0212594571550294,9.78728347950305e-05,0.00718490581115867,0.00701565586319139,"finalGG",0,2
"11",10.5,181.4118,0.0231273020602643,0.000107206514552755,0.00673514484910848,0.00669079940317847,"finalGG",0,2
"12",11.5,197.6522,0.0252461883238996,0.000116744226656427,0.0063850697120905,0.00623878409799313,"finalGG",0,2
"13",12.5,212.0852,0.0271482496256134,0.000124468651844249,0.00599466172123176,0.0056310189795931,"finalGG",0,2
"14",13.5,231.9222,0.0295791062508183,0.000136798792150663,0.00583581469631133,0.00560309371035184,"finalGG",0,2
"15",14.5,250.3406,0.0316003241555282,0.00014772384707959,0.0056465498922344,0.00568047545923697,"finalGG",0,2
"16",15.5,265.8506,0.0332790832853524,0.000155909755677248,0.0053803912343181,0.00523218561424638,"finalGG",0,2
"17",16.5,281.1154,0.0351938895844661,0.000162196658691579,0.00509507571268475,0.00449213255656322,"finalGG",0,2
"18",17.5,296.7224,0.0371366386383673,0.00017054539568429,0.00489944131991193,0.0044554609185436,"finalGG",0,2
"19",18.5,313.1892,0.0391183054469923,0.000178363542266802,0.00471457802099211,0.00413120630275124,"finalGG",0,2
"20",19.5,333.0918,0.041582198545408,0.000189681670119408,0.00463361972071237,0.0040037985250342,"finalGG",0,2
"21",20.5,343.3958,0.0429949402572566,0.000195246678740449,0.00442795865794451,0.0037751902055777,"finalGG",0,2
"22",21.5,351.2272,0.043983551471162,0.000200472442964217,0.00423700991645382,0.0039287717733666,"finalGG",0,2
"23",22.5,359.0362,0.0448779932801696,0.000205360821439143,0.00406007514756318,0.00391791910431602,"finalGG",0,2
"24",23.5,377.7642,0.0471918008004002,0.000217373458691156,0.00403702047651366,0.0042181136266758,"finalGG",0,2
"25",24.5,397.1314,0.049598619334532,0.000225726136298602,0.00394092477006279,0.00392335842047211,"finalGG",0,2
"26",25.5,414.2776,0.0518820599382766,0.00023303468909835,0.00383457524200978,0.0035727272693094,"finalGG",0,2
"27",26.5,426.9316,0.0534964976618355,0.000238716277531444,0.00371102472889667,0.00332834307228408,"finalGG",0,2
"28",27.5,436.671934386877,0.0548531314216279,0.000241699744539852,0.003554011911351,0.0030205166447085,"finalGG",0,2
"29",28.5,458.184584584585,0.0578506541938728,0.000251696201043217,0.00350928753869451,0.00288695570779356,"finalGG",0,2
"30",29.5,479.56891025641,0.0609979148323891,0.000262327228009977,0.00347388456083269,0.0028836056923131,"finalGG",0,2
"31",30.5,43.3208835341365,0.00552557947350863,2.34786843006297e-05,0.00029754399938553,0.000255890320020212,"finalGG",0,2
"32",0.5,1.5852,0.000179510464720697,8.17941707153304e-07,0.0116052896591604,0.0767486263028203,"finalRG",0,2
"33",1.5,10.0276,0.00117329543008132,5.00115907668204e-06,0.0105004305054128,0.0497136288052977,"finalRG",0,2
"34",2.5,24.5514,0.00312620141481178,1.26354788520823e-05,0.00959726793118965,0.0230365264507603,"finalRG",0,2
"35",3.5,42.0334,0.00572765688656598,2.4384910603169e-05,0.00891542212542816,0.0168971907509077,"finalRG",0,2
"36",4.5,65.6496,0.00910306263582067,3.88715543716736e-05,0.00914375860468662,0.0163861522943536,"finalRG",0,2
"37",5.5,89.8996,0.0124774540580859,5.12822826584052e-05,0.00891723200572671,0.0136752721745901,"finalRG",0,2
"38",6.5,106.4522,0.0148470822899573,5.9156229972366e-05,0.00793028990366063,0.0100064974845412,"finalRG",0,2
"39",7.5,122.4742,0.0171942116962925,6.61352193753533e-05,0.007086634923311,0.00793109189028252,"finalRG",0,2
"40",8.5,140.1688,0.0198439732591727,7.28726299498078e-05,0.00647224738448091,0.00675429807305654,"finalRG",0,2
"41",9.5,156.6866,0.0223164978462731,8.02644288975579e-05,0.00599968151102057,0.00541101641459851,"finalRG",0,2
"42",10.5,173.8334,0.0246131890921783,8.87429766767812e-05,0.00571658577349415,0.00456268665531133,"finalRG",0,2
"43",11.5,187.3986,0.0261701803289602,9.36058433329483e-05,0.00528663183086193,0.00418170007425603,"finalRG",0,2
"44",12.5,198.8942,0.0276068101577581,9.65577501074524e-05,0.00481052563422129,0.00365233492024409,"finalRG",0,2
"45",13.5,215.9668,0.0299568511322262,0.00010377934602531,0.00456366944043077,0.00330121141660675,"finalRG",0,2
"46",14.5,244.142,0.0335219260592977,0.000116861006098425,0.00457538945897711,0.00333576388547364,"finalRG",0,2
"47",15.5,262.7064,0.0359424740269506,0.000125968852445914,0.00442324583201256,0.00309682107742864,"finalRG",0,2
"48",16.5,266.9516,0.0369268078464147,0.000129121885760771,0.00409227587689547,0.00275032085461607,"finalRG",0,2
