11,0,0
33,0,1
333,0,2
991,0,3
2201,0,4
4406,0,5
5787,0,6
6610,0,7
6721,0,8
5881,0,9
4840,0,10
3441,0,11
2988,0,12
2664,0,13
2252,0,14
2118,0,15
1549,0,16
908,0,17
856,0,18
727,0,19
613,0,20
393,0,21
311,0,22
238,0,23
190,0,24
151,0,25
105,0,26
80,0,27
38,0,28
33,0,29
47,0,30
32,0,31
0,0,32
0,0,33
19,0,34
22,0,35
23,0,36
62,0,37
29,0,38
27,0,39
36,0,40
23,0,41
30,0,42
27,0,43
15,0,44
10,0,45
0,0,46
0,0,47
0,0,48
0,0,49
0,0,50
0,0,51
0,0,52
0,0,53
0,0,54
0,0,55
0,0,56
0,0,57
0,0,58
0,0,59
0,0,60
0,0,61
0,0,62
0,0,63
0,0,64
0,0,65
0,0,66
0,0,67
0,0,68
0,0,69
0,0,70
0,0,71
0,0,72
0,0,73
0,0,74
0,0,75
0,0,76
0,0,77
0,0,78
0,0,79
0,0,80
0,0,81
0,0,82
0,0,83
0,0,84
0,0,85
0,0,86
0,0,87
0,0,88
0,0,89
0,0,90
0,0,91
