0,0,0
0,0,1
0,0,2
0,0,3
0,0,4
0,0,5
449,1878,6
1580,8393,7
3148,16265,8
3972,27359,9
3761,31416,10
2558,31195,11
1402,30837,12
1000,31124,13
813,31565,14
771,29672,15
645,26626,16
319,23350,17
234,20902,18
140,19282,19
177,17283,20
53,13862,21
70,10930,22
66,8117,23
26,6515,24
35,5525,25
10,4051,26
17,2783,27
32,2173,28
14,1404,29
0,1058,30
0,795,31
0,508,32
0,313,33
0,151,34
0,134,35
0,102,36
0,21,37
0,57,38
0,26,39
0,0,40
0,0,41
0,0,42
0,21,43
0,0,44
0,0,45
0,0,46
0,0,47
0,0,48
0,0,49
0,0,50
0,0,51
0,0,52
0,0,53
0,0,54
0,0,55
0,0,56
0,0,57
0,0,58
0,0,59
0,0,60
0,0,61
0,0,62
0,0,63
0,0,64
0,0,65
0,0,66
0,0,67
0,0,68
0,0,69
0,0,70
0,0,71
0,0,72
0,0,73
0,0,74
0,0,75
0,0,76
0,0,77
0,0,78
0,0,79
0,0,80
0,0,81
0,0,82
0,0,83
0,0,84
0,0,85
0,0,86
0,0,87
0,0,88
0,0,89
0,0,90
0,0,91
