"distance","meanCounts","normDensity","funcDensity","rawDensity","normPropOccup","source","timePoint","position"
0.5,23.6458,0.0325025260577947,0.0325025260577947,0.000745198574958509,0.524580319131083,"finalGG",0,0
1.5,46.361289031225,0.0507009511330026,0.0507009511330026,0.0014610783529975,0.342840586141138,"finalGG",0,0
2.5,51.5818948213569,0.0494399206991235,0.0494399206991235,0.00162560600675532,0.228868102130386,"finalGG",0,0
3.5,47.7422597507037,0.0420023585037067,0.0420023585037067,0.00150459971460147,0.151308355914993,"finalGG",0,0
4.5,40.6820378574305,0.0342258876343336,0.0342258876343336,0.00128209646693135,0.100280888041915,"finalGG",0,0
5.5,38.033064516129,0.030762588123309,0.030762588123309,0.00119861393899654,0.0767055195710483,"finalGG",0,0
6.5,34.6719886822959,0.0272442536142643,0.0272442536142643,0.00109268946523376,0.0591688844005736,"finalGG",0,0
7.5,30.5656218402427,0.0237744964162237,0.0237744964162237,0.000963277107903708,0.0452064035597428,"finalGG",0,0
8.5,29.8283114256825,0.0232587787292644,0.0232587787292644,0.000940040733146572,0.0389258162669004,"finalGG",0,0
9.5,29.6964610717897,0.0234662820388673,0.0234662820388673,0.000935885462619514,0.0346744098008353,"finalGG",0,0
10.5,32.0626895854398,0.0258032436297965,0.0258032436297965,0.00101045727310587,0.0338718281086682,"finalGG",0,0
11.5,34.7096317280453,0.0282325816486062,0.0282325816486062,0.00109387578771173,0.0334795915384925,"finalGG",0,0
12.5,35.4005262092694,0.028873223052361,0.028873223052361,0.00111564936199786,0.0314143219282355,"finalGG",0,0
13.5,36.8562449310624,0.0304580691540226,0.0304580691540226,0.00116152641065007,0.0302834466694267,"finalGG",0,0
14.5,37.4915736040609,0.0319672719545399,0.0319672719545399,0.00118154882569836,0.0286809579158984,"finalGG",0,0
15.5,38.914837398374,0.0343291482430121,0.0343291482430121,0.00122640305568052,0.0278491219764776,"finalGG",0,0
16.5,39.2647238638679,0.0351695142283961,0.0351695142283961,0.00123742974521876,0.0263965147441159,"finalGG",0,0
17.5,41.3610543522681,0.0368804965253201,0.0368804965253201,0.00130349570587976,0.0262169120843096,"finalGG",0,0
18.5,43.1023541453429,0.0383699851691051,0.0383699851691051,0.00135837285634094,0.0258438521541509,"finalGG",0,0
19.5,48.8249282492825,0.04292414888298,0.04292414888298,0.00153872006672715,0.0277737797882476,"finalGG",0,0
20.5,51.4918707552994,0.0452223417279634,0.0452223417279634,0.00162276889379073,0.0278620325225307,"finalGG",0,0
21.5,55.9268746126833,0.0491287553921504,0.0491287553921504,0.00176253826316956,0.0288542689545196,"finalGG",0,0
22.5,59.0955149501661,0.0522453734988399,0.0522453734988399,0.00186239812259695,0.0291339914645625,"finalGG",0,0
23.5,59.8018808777429,0.0536153146573786,0.0536153146573786,0.00188465928029217,0.0282276657790564,"finalGG",0,0
