"distance","meanCounts","normDensity","funcDensity","rawDensity","normPropOccup","source","timePoint","position"
0.5,21.777,0.0294587444129009,0.0294587444129009,0.000686303249070509,0.483121129744716,"finalGG",0,0
1.5,39.3762515018022,0.0420624326716413,0.0420624326716413,0.00124094454433137,0.291186406310369,"finalGG",0,0
2.5,41.4092827004219,0.0389275082970281,0.0389275082970281,0.00130501562469481,0.183732373055482,"finalGG",0,0
3.5,38.7315503720088,0.03405747586314,0.03405747586314,0.00122062675583633,0.12275093888368,"finalGG",0,0
4.5,34.8510167102879,0.0293458941600984,0.0293458941600984,0.00109833154253025,0.0859074689699441,"finalGG",0,0
5.5,34.9617321248741,0.0281411986556743,0.0281411986556743,0.00110182074438324,0.0705112212718227,"finalGG",0,0
6.5,34.6940915507159,0.0269696733977196,0.0269696733977196,0.00109338603824246,0.059206603669533,"finalGG",0,0
7.5,34.1427994344577,0.0262602789627679,0.0262602789627679,0.00107601203950182,0.0504970315330316,"finalGG",0,0
8.5,35.5667811679127,0.02714109232923,0.02714109232923,0.0011208888953721,0.0464144942430494,"finalGG",0,0
9.5,35.4885835522328,0.0271346381714244,0.0271346381714244,0.00111842449358532,0.0414374523067418,"finalGG",0,0
10.5,37.5411360420457,0.0292055925483585,0.0292055925483585,0.00118311078842145,0.0396593961224559,"finalGG",0,0
11.5,39.7645631067961,0.0314055673826853,0.0314055673826853,0.00125318220407143,0.0383553862211236,"finalGG",0,0
12.5,40.1997164269799,0.0315495909943298,0.0315495909943298,0.001266896082819,0.0356731090887078,"finalGG",0,0
13.5,42.407459963511,0.0328008291918323,0.0328008291918323,0.00133647323128921,0.0348446797711743,"finalGG",0,0
14.5,43.6497461928934,0.0334065564058767,0.0334065564058767,0.00137562394422032,0.0333919441957598,"finalGG",0,0
15.5,45.803738317757,0.0351289253146992,0.0351289253146992,0.00144350711425137,0.0327791141032283,"finalGG",0,0
16.5,46.9875738439601,0.0358913969508255,0.0358913969508255,0.00148081575033523,0.031588358804267,"finalGG",0,0
17.5,49.7917092097202,0.0375414758768969,0.0375414758768969,0.00156918821726615,0.0315607250182964,"finalGG",0,0
18.5,51.2998770995494,0.0380763708486708,0.0380763708486708,0.00161671820408406,0.0307590261732864,"finalGG",0,0
19.5,58.5428805908904,0.0427989201324195,0.0427989201324195,0.00184498182300018,0.033301781118848,"finalGG",0,0
20.5,62.141829393628,0.0451298941028171,0.0451298941028171,0.00195840287532866,0.0336246798995281,"finalGG",0,0
21.5,68.288394145537,0.049630428182496,0.049630428182496,0.0021521121722868,0.0352319292789643,"finalGG",0,0
22.5,73.6438185959826,0.0538473228466769,0.0538473228466769,0.00232088864289765,0.0363062811822933,"finalGG",0,0
23.5,76.0301706200583,0.0559587334282214,0.0559587334282214,0.00239609464682606,0.0358877382096923,"finalGG",0,0
24.5,80.3020134228188,0.0605511695214512,0.0605511695214512,0.00253072198737127,0.0363570247261504,"finalGG",0,0
25.5,84.2585034013605,0.0649269389167751,0.0649269389167751,0.00265541096781799,0.0366523264371065,"finalGG",0,0
26.5,47.2144883264237,0.036877927612055,0.036877927612055,0.00148796697165019,0.0197632060661028,"finalGG",0,0
0.5,7.43578352180937,0.0137004326951787,0.0137004326951787,0.000234339091261548,0.164962305900431,"finalRG",0,0
1.5,7.73465266558966,0.0113617268702261,0.0113617268702261,0.000243757967342887,0.0571975652291049,"finalRG",0,0
2.5,8.00787560581583,0.00905792769948102,0.00905792769948102,0.000252368602030761,0.0355308252701189,"finalRG",0,0
3.5,11.7376817447496,0.0124735171398489,0.0124735171398489,0.000369913629883696,0.0371999426990951,"finalRG",0,0
4.5,14.7918012924071,0.0154959441785431,0.0154959441785431,0.000466164360866251,0.03646166828074,"finalRG",0,0
5.5,17.3968895172692,0.0182224354116293,0.0182224354116293,0.000548263847151699,0.0350862457790209,"finalRG",0,0
6.5,19.3084225409008,0.0201640720674745,0.0201640720674745,0.000608505906426344,0.0329504555319421,"finalRG",0,0
7.5,20.499797979798,0.0209461368852696,0.0209461368852696,0.000646052163237563,0.0303190998439896,"finalRG",0,0
8.5,23.4040404040404,0.0235142108354215,0.0235142108354215,0.000737579509145906,0.0305421706133319,"finalRG",0,0
9.5,25.6642424242424,0.0251636628251609,0.0251636628251609,0.000808809889364503,0.0299662797157848,"finalRG",0,0
10.5,29.5372802586381,0.0289048962222904,0.0289048962222904,0.000930868871295842,0.0312039224610927,"finalRG",0,0
11.5,33.4206589852436,0.0327851854238898,0.0327851854238898,0.0010532537469647,0.0322362974214194,"finalRG",0,0
12.5,34.7758237315545,0.0347213450556346,0.0347213450556346,0.00109596183202779,0.030859962802942,"finalRG",0,0
13.5,37.5126390293225,0.0377530399901306,0.0377530399901306,0.0011822127036338,0.0308227820169633,"finalRG",0,0
14.5,40.3663025889968,0.0399217878804024,0.0399217878804024,0.00127214605408421,0.0308801182367559,"finalRG",0,0
15.5,43.588544828982,0.0435350896110584,0.0435350896110584,0.00137369518016191,0.0311938269018748,"finalRG",0,0
16.5,44.676047782952,0.045921041161369,0.045921041161369,0.00140796789039212,0.0300343880705786,"finalRG",0,0
17.5,46.3781921361978,0.047981996375084,0.047981996375084,0.00146161105519993,0.0293970500729569,"finalRG",0,0
18.5,46.2335633116883,0.0485562632978792,0.0485562632978792,0.0014570530705294,0.0277213019678172,"finalRG",0,0
19.5,52.0597682455784,0.0544598379729989,0.0544598379729989,0.00164066621172789,0.0296138999262358,"finalRG",0,0
20.5,54.4263329263329,0.0581621974496473,0.0581621974496473,0.00171524861653743,0.029449857537357,"finalRG",0,0
21.5,58.0642857142857,0.0604951090132171,0.0604951090132171,0.00182989888141951,0.02995702027433,"finalRG",0,0
22.5,62.3516731677274,0.0633940421867632,0.0633940421867632,0.00196501611241189,0.0307392720987645,"finalRG",0,0
23.5,64.4052436003303,0.0638602761502245,0.0638602761502245,0.00202973448776619,0.030400543663259,"finalRG",0,0
24.5,66.2013729977117,0.0674751829700356,0.0674751829700356,0.00208633959596171,0.0299729091761349,"finalRG",0,0
25.5,68.4741161616162,0.0729810064655998,0.0729810064655998,0.00215796521095415,0.0297861409440531,"finalRG",0,0
26.5,38.5912059207662,0.0416678296493471,0.0416678296493471,0.00121620379340455,0.0161536422819745,"finalRG",0,0
0.5,21.7532,0.101151257367829,0.101151257367829,0.000685553190874804,0.482593128510022,"finalRR",0,0
1.5,19.0761022750151,0.0657543532705468,0.0657543532705468,0.000601184321575249,0.141067304682785,"finalRR",0,0
2.5,10.3854059609455,0.0273735157801214,0.0273735157801214,0.000327296590619146,0.0460798921863389,"finalRR",0,0
3.5,7.20028907701838,0.0176446821289389,0.0176446821289389,0.000226917472002783,0.0228196970157089,"finalRR",0,0
4.5,6.15467328370554,0.0135642711324132,0.0135642711324132,0.000193964837745078,0.0151712189212545,"finalRR",0,0
5.5,7.00372516556291,0.0147530400194545,0.0147530400194545,0.000220722750457947,0.0141251930285424,"finalRR",0,0
6.5,7.68427594779366,0.0165897820765613,0.0165897820765613,0.000242170342550634,0.0131134686107369,"finalRR",0,0
7.5,8.33340244660999,0.0183794456358049,0.0183794456358049,0.000262627596772768,0.0123250610112308,"finalRR",0,0
8.5,9.66853349927401,0.02178595258165,0.02178595258165,0.000304704318974092,0.0126173940318682,"finalRR",0,0
9.5,10.0618257261411,0.0229785893576469,0.0229785893576469,0.000317098943262702,0.0117484661801749,"finalRR",0,0
10.5,10.6816106268161,0.0243270372185418,0.0243270372185418,0.000336631495545299,0.011284320927323,"finalRR",0,0
11.5,11.6341362126246,0.0268412678874412,0.0268412678874412,0.000366650387236677,0.0112218456062481,"finalRR",0,0
12.5,12.0781379883624,0.0273355802839717,0.0273355802839717,0.000380643125505583,0.0107181038162285,"finalRR",0,0
13.5,12.7401705845642,0.0275544144647035,0.0275544144647035,0.000401507116035217,0.0104681384980672,"finalRR",0,0
14.5,13.894506866417,0.0302601987311351,0.0302601987311351,0.000437886081951346,0.0106292622151955,"finalRR",0,0
15.5,16.0895273787216,0.0373888192488953,0.0373888192488953,0.000507062263673856,0.011514353919223,"finalRR",0,0
16.5,17.9474123539232,0.04223368341078,0.04223368341078,0.000565613602006966,0.0120655155111128,"finalRR",0,0
17.5,19.030665826507,0.0444803395193667,0.0444803395193667,0.000599752389617802,0.0120626831373812,"finalRR",0,0
18.5,19.5569887925566,0.0449228283027769,0.0449228283027769,0.000616339484335175,0.0117262255613903,"finalRR",0,0
19.5,21.9474579876622,0.0492093520021658,0.0492093520021658,0.000691675241115446,0.0124846853219923,"finalRR",0,0
20.5,22.7649205667669,0.0506474741490864,0.0506474741490864,0.000717437615365025,0.0123180018107772,"finalRR",0,0
21.5,22.5601300108342,0.0511486173435752,0.0511486173435752,0.000710983630706187,0.0116394142081008,"finalRR",0,0
22.5,24.0498025449759,0.0548188164684073,0.0548188164684073,0.0007579307354604,0.0118565130138996,"finalRR",0,0
23.5,25.4361036639857,0.0580303463321231,0.0580303463321231,0.000801620084873383,0.0120063419813882,"finalRR",0,0
24.5,27.1737336694935,0.0634714260690518,0.0634714260690518,0.000856381581795016,0.0123030054267962,"finalRR",0,0
25.5,30.1623848763936,0.0742652870400138,0.0742652870400138,0.000950569074729491,0.0131205935541619,"finalRR",0,0
26.5,17.9359323882225,0.0461556498940316,0.0461556498940316,0.000565251810311156,0.00750768546564437,"finalRR",0,0
0.5,1.8199535962877,0.00535183845021517,0.00535183845021517,5.73559290209766e-05,0.0403755355430717,"finalGR",0,0
1.5,1.92482598607889,0.00606305007858405,0.00606305007858405,6.06609876540059e-05,0.0142340405773127,"finalGR",0,0
2.5,2.05804504295333,0.00802496421398734,0.00802496421398734,6.48593929242929e-05,0.00913151532550053,"finalGR",0,0
