0,0,0
0,0,1
0,0,2
25,0,3
323,0,4
1252,0,5
2750,0,6
4705,0,7
5905,0,8
5799,0,9
4706,0,10
3808,0,11
3104,0,12
2357,0,13
2096,0,14
1667,0,15
1434,0,16
1055,0,17
937,0,18
816,0,19
641,0,20
601,0,21
583,0,22
517,0,23
446,0,24
383,0,25
356,0,26
342,0,27
233,0,28
280,0,29
193,0,30
111,0,31
126,0,32
70,0,33
103,0,34
77,0,35
69,0,36
43,0,37
37,0,38
21,0,39
12,0,40
24,0,41
0,0,42
12,0,43
14,0,44
29,0,45
15,0,46
10,0,47
0,0,48
10,0,49
0,0,50
0,0,51
0,0,52
0,0,53
0,0,54
0,0,55
0,0,56
0,0,57
0,0,58
0,0,59
0,0,60
0,0,61
0,0,62
0,0,63
0,0,64
0,0,65
0,0,66
0,0,67
0,0,68
0,0,69
0,0,70
0,0,71
0,0,72
0,0,73
0,0,74
0,0,75
0,0,76
0,0,77
0,0,78
0,0,79
0,0,80
0,0,81
0,0,82
0,0,83
0,0,84
0,0,85
0,0,86
0,0,87
0,0,88
0,0,89
0,0,90
0,0,91
