aggregateSizeList1,aggregateSizeList2
1.77864192,Sa
0.39866112,Sa
0.64399104,Sa
4.47727104,Sa
24.74765568,Sa
11.56117248,Sa
12.69582336,Sa
0.79732224,Sa
0.82798848,Sa
0.33732864,Sa
0.33732864,Sa
11.8065024,Sa
3.58795008,Sa
0.49065984,Sa
4.01727744,Sa
24.3796608,Sa
2.82129408,Sa
5.02926336,Sa
5.45859072,Sa
6.16391424,Sa
1.533312,Sa
4.53860352,Sa
15.97711104,Sa
5.94925056,Sa
0.3066624,Sa
0.6133248,Sa
3.2199552,Sa
17.66375424,Sa
11.3465088,Sa
5.58125568,Sa
1.3799808,Sa
0.42932736,Sa
8.2798848,Sa
0.33732864,Sa
0.85865472,Sa
22.60101888,Sa
0.33732864,Sa
0.3066624,Sa
0.79732224,Sa
4.66126848,Sa
2.97462528,Sa
0.36799488,Sa
4.41593856,Sa
1.2266496,Sa
0.36799488,Sa
3.066624,Sa
12.4198272,Sa
0.3066624,Sa
0.42932736,Sa
7.45189632,Sa
0.67465728,Sa
7.11456768,Sa
1.41064704,Sa
0.36799488,Sa
1.19598336,Sa
0.52132608,Sa
0.33732864,Sa
6.86923776,Sa
2.20796928,Sa
23.3063424,Sa
4.93726464,Sa
1.16531712,Sa
5.30525952,Sa
0.58265856,Sa
0.33732864,Sa
3.40395264,Sa
0.3066624,Sa
0.3066624,Sa
3.34262016,Sa
23.27567616,Sa
8.7398784,Sa
6.16391424,Sa
1.533312,Sa
10.97851392,Sa
7.26789888,Sa
2.1466368,Sa
3.86394624,Sa
2.66796288,Sa
3.77194752,Sa
0.33732864,Sa
3.03595776,Sa
14.1064704,Sa
3.31195392,Sa
7.23723264,Sa
2.42263296,Sa
0.82798848,Sa
7.63589376,Sa
0.95065344,Sa
0.4599936,Sa
1.25731584,Sa
0.3066624,Sa
3.80261376,Sa
0.39866112,Sa
3.89461248,Sa
12.81848832,Sa
0.3066624,Sa
0.39866112,Sa
2.299968,Sa
16.43710464,Sa
0.39866112,Sa
0.3066624,Sa
6.899904,Sa
0.73598976,Sa
1.16531712,Sa
0.64399104,Sa
1.10398464,Sa
7.0532352,Sa
1.19598336,Sa
1.47197952,Sa
3.80261376,Sa
0.3066624,Sa
0.4599936,Sa
2.05463808,Sa
2.42263296,Sa
6.65457408,Sa
11.62250496,Sa
0.67465728,Sa
4.23194112,Sa
0.39866112,Sa
12.1131648,Sa
0.36799488,Sa
2.6066304,Sa
3.2199552,Sa
