aggregateSizeList1,aggregateSizeList2
29.96091648,Sa
28.12094208,Sa
6.68524032,Sa
29.68492032,Sa
6.83857152,Sa
83.84150016,Sa
6.133248,Sa
5.58125568,Sa
7.75855872,Sa
0.49065984,Sa
17.54108928,Sa
15.45578496,Sa
0.39866112,Sa
13.89180672,Sa
19.56506112,Sa
0.3066624,Sa
16.06910976,Sa
5.42792448,Sa
16.95843072,Sa
15.51711744,Sa
9.62919936,Sa
0.3066624,Sa
15.70111488,Sa
13.27848192,Sa
10.33452288,Sa
12.69582336,Sa
14.84246016,Sa
8.95454208,Sa
4.23194112,Sa
13.73847552,Sa
4.10927616,Sa
0.33732864,Sa
0.39866112,Sa
6.2865792,Sa
9.53720064,Sa
0.33732864,Sa
9.6598656,Sa
19.65705984,Sa
3.40395264,Sa
1.13465088,Sa
3.71061504,Sa
6.19458048,Sa
3.95594496,Sa
6.07191552,Sa
38.91545856,Sa
10.33452288,Sa
9.16920576,Sa
14.53579776,Sa
36.83015424,Sa
4.35460608,Sa
0.39866112,Sa
25.26898176,Sa
6.19458048,Sa
12.35849472,Sa
0.3066624,Sa
0.67465728,Sa
1.62531072,Sa
31.31023104,Sa
0.3066624,Sa
3.49595136,Sa
0.42932736,Sa
13.27848192,Sa
13.67714304,Sa
11.07051264,Sa
0.9199872,Sa
6.47057664,Sa
1.80930816,Sa
11.62250496,Sa
0.3066624,Sa
0.42932736,Sa
14.35180032,Sa
0.36799488,Sa
4.1399424,Sa
0.42932736,Sa
19.6263936,Sa
2.7599616,Sa
6.5932416,Sa
0.36799488,Sa
13.43181312,Sa
5.33592576,Sa
18.61440768,Sa
3.77194752,Sa
8.2798848,Sa
0.36799488,Sa
5.55058944,Sa
3.2199552,Sa
1.16531712,Sa
8.37188352,Sa
0.36799488,Sa
8.34121728,Sa
9.26120448,Sa
43.30073088,Sa
1.31864832,Sa
3.34262016,Sa
6.40924416,Sa
14.44379904,Sa
0.36799488,Sa
12.54249216,Sa
9.78253056,Sa
0.33732864,Sa
11.6531712,Sa
15.76244736,Sa
10.4265216,Sa
16.13044224,Sa
0.33732864,Sa
9.84386304,Sa
0.73598976,Sa
3.55728384,Sa
0.49065984,Sa
14.13713664,Sa
6.34791168,Sa
1.19598336,Sa
0.64399104,Sa
2.02397184,Sa
1.16531712,Sa
3.77194752,Sa
8.00388864,Sa
0.9199872,Sa
0.3066624,Sa
1.6866432,Sa
9.44520192,Sa
3.12795648,Sa
7.42123008,Sa
4.53860352,Sa
5.30525952,Sa
9.8131968,Sa
0.42932736,Sa
4.66126848,Sa
0.85865472,Sa
0.36799488,Sa
0.3066624,Sa
1.93197312,Sa
2.7599616,Sa
