aggregateSizeList1,aggregateSizeList2
13.92247296,Sa
14.99579136,Sa
4.69193472,Sa
12.29716224,Sa
13.67714304,Sa
4.01727744,Sa
5.76525312,Sa
16.77443328,Sa
5.30525952,Sa
8.70921216,Sa
8.34121728,Sa
3.77194752,Sa
6.25591296,Sa
5.85725184,Sa
4.04794368,Sa
3.12795648,Sa
3.64928256,Sa
15.30245376,Sa
9.5065344,Sa
3.03595776,Sa
8.98520832,Sa
10.05852672,Sa
4.50793728,Sa
9.13853952,Sa
2.05463808,Sa
0.36799488,Sa
0.3066624,Sa
26.92495872,Sa
7.29856512,Sa
11.25451008,Sa
4.69193472,Sa
0.95065344,Sa
12.48115968,Sa
2.26930176,Sa
6.86923776,Sa
2.63729664,Sa
1.533312,Sa
2.42263296,Sa
0.3066624,Sa
8.18788608,Sa
1.6866432,Sa
4.96793088,Sa
4.72260096,Sa
8.98520832,Sa
8.18788608,Sa
2.69862912,Sa
8.21855232,Sa
6.96123648,Sa
2.54529792,Sa
0.70532352,Sa
2.17730304,Sa
2.66796288,Sa
1.80930816,Sa
4.4466048,Sa
2.02397184,Sa
5.0599296,Sa
11.0398464,Sa
2.23863552,Sa
0.33732864,Sa
3.34262016,Sa
21.71169792,Sa
5.2132608,Sa
8.433216,Sa
3.58795008,Sa
6.2865792,Sa
1.50264576,Sa
2.39196672,Sa
0.39866112,Sa
4.53860352,Sa
1.16531712,Sa
2.54529792,Sa
0.3066624,Sa
11.89850112,Sa
0.42932736,Sa
4.41593856,Sa
14.44379904,Sa
5.27459328,Sa
3.09729024,Sa
6.83857152,Sa
12.60382464,Sa
1.62531072,Sa
4.96793088,Sa
5.6732544,Sa
0.36799488,Sa
3.12795648,Sa
2.05463808,Sa
2.33063424,Sa
3.61861632,Sa
6.77723904,Sa
14.32113408,Sa
2.82129408,Sa
4.04794368,Sa
2.33063424,Sa
1.87064064,Sa
5.30525952,Sa
0.39866112,Sa
8.86254336,Sa
7.17590016,Sa
7.54389504,Sa
2.85196032,Sa
2.1466368,Sa
4.96793088,Sa
6.83857152,Sa
4.72260096,Sa
2.94395904,Sa
12.69582336,Sa
5.91858432,Sa
2.88262656,Sa
4.69193472,Sa
9.07720704,Sa
10.1198592,Sa
0.39866112,Sa
10.08919296,Sa
5.6732544,Sa
7.2065664,Sa
1.34931456,Sa
11.89850112,Sa
0.33732864,Sa
2.20796928,Sa
3.03595776,Sa
0.42932736,Sa
2.17730304,Sa
1.6866432,Sa
3.31195392,Sa
8.18788608,Sa
2.72929536,Sa
4.84526592,Sa
7.11456768,Sa
7.02256896,Sa
4.23194112,Sa
1.9933056,Sa
1.50264576,Sa
14.29046784,Sa
7.72789248,Sa
11.77583616,Sa
2.36130048,Sa
3.86394624,Sa
15.27178752,Sa
3.55728384,Sa
9.87452928,Sa
12.20516352,Sa
29.56225536,Sa
9.01587456,Sa
3.00529152,Sa
4.66126848,Sa
11.6531712,Sa
1.01198592,Sa
3.25062144,Sa
4.20127488,Sa
0.79732224,Sa
0.4599936,Sa
3.09729024,Sa
0.3066624,Sa
5.73458688,Sa
1.41064704,Sa
0.33732864,Sa
5.02926336,Sa
2.42263296,Sa
1.04265216,Sa
1.77864192,Sa
2.57596416,Sa
5.0599296,Sa
5.70392064,Sa
2.08530432,Sa
3.5266176,Sa
1.9933056,Sa
4.23194112,Sa
1.3799808,Sa
2.54529792,Sa
4.78393344,Sa
2.33063424,Sa
0.79732224,Sa
2.02397184,Sa
1.90130688,Sa
3.55728384,Sa
5.64258816,Sa
6.80790528,Sa
2.63729664,Sa
2.51463168,Sa
2.9132928,Sa
0.79732224,Sa
0.3066624,Sa
2.26930176,Sa
4.56926976,Sa
5.30525952,Sa
0.3066624,Sa
11.56117248,Sa
3.00529152,Sa
3.89461248,Sa
0.3066624,Sa
8.7398784,Sa
9.966528,Sa
5.58125568,Sa
1.6866432,Sa
0.33732864,Sa
3.25062144,Sa
0.3066624,Sa
0.95065344,Sa
0.42932736,Sa
3.61861632,Sa
16.4064384,Sa
3.49595136,Sa
1.74797568,Sa
4.20127488,Sa
0.64399104,Sa
0.33732864,Sa
0.766656,Sa
0.3066624,Sa
6.01058304,Sa
4.47727104,Sa
6.25591296,Sa
0.70532352,Sa
1.04265216,Sa
0.3066624,Sa
5.61192192,Sa
1.3799808,Sa
3.03595776,Sa
0.36799488,Sa
3.74128128,Sa
8.49454848,Sa
0.39866112,Sa
3.25062144,Sa
6.10258176,Sa
4.81459968,Sa
0.79732224,Sa
1.47197952,Sa
1.74797568,Sa
0.70532352,Sa
1.77864192,Sa
0.3066624,Sa
6.22524672,Sa
3.12795648,Sa
0.95065344,Sa
0.33732864,Sa
0.64399104,Sa
4.17060864,Sa
1.28798208,Sa
0.33732864,Sa
2.23863552,Sa
12.23582976,Sa
0.3066624,Sa
5.79591936,Sa
0.67465728,Sa
5.39725824,Sa
3.6799488,Sa
0.3066624,Sa
0.42932736,Sa
0.58265856,Sa
1.59464448,Sa
3.43461888,Sa
0.88932096,Sa
1.34931456,Sa
2.4532992,Sa
1.74797568,Sa
0.36799488,Sa
1.59464448,Sa
6.16391424,Sa
0.33732864,Sa
1.87064064,Sa
0.82798848,Sa
1.50264576,Sa
0.3066624,Sa
1.6866432,Sa
0.36799488,Sa
2.9132928,Sa
2.82129408,Sa
1.8399744,Sa
1.13465088,Sa
1.56397824,Sa
2.42263296,Sa
1.01198592,Sa
6.25591296,Sa
1.3799808,Sa
1.04265216,Sa
1.41064704,Sa
2.02397184,Sa
8.95454208,Sa
0.36799488,Sa
1.16531712,Sa
1.533312,Sa
2.05463808,Sa
1.31864832,Sa
0.88932096,Sa
2.48396544,Sa
3.31195392,Sa
4.32393984,Sa
1.44131328,Sa
2.39196672,Sa
0.85865472,Sa
1.10398464,Sa
1.34931456,Sa
4.69193472,Sa
7.14523392,Sa
0.88932096,Sa
3.49595136,Sa
1.533312,Sa
0.55199232,Sa
3.46528512,Sa
2.08530432,Sa
1.50264576,Sa
