aggregateSizeList1,aggregateSizeList2
5.42792448,Sa
15.1797888,Sa
14.78112768,Sa
30.08358144,Sa
0.6133248,Sa
34.40752128,Sa
8.98520832,Sa
47.04201216,Sa
11.43850752,Sa
21.25170432,Sa
5.15192832,Sa
4.69193472,Sa
9.16920576,Sa
24.65565696,Sa
27.20095488,Sa
0.3066624,Sa
19.84105728,Sa
17.87841792,Sa
96.32265984,Sa
7.54389504,Sa
33.97819392,Sa
11.86783488,Sa
20.60771328,Sa
14.19846912,Sa
1.74797568,Sa
32.41421568,Sa
0.42932736,Sa
8.86254336,Sa
0.3066624,Sa
0.82798848,Sa
13.30914816,Sa
97.39597824,Sa
5.85725184,Sa
24.01166592,Sa
8.95454208,Sa
12.14383104,Sa
17.23442688,Sa
0.6133248,Sa
15.24112128,Sa
5.09059584,Sa
9.69053184,Sa
4.53860352,Sa
4.78393344,Sa
28.02894336,Sa
1.77864192,Sa
3.74128128,Sa
29.68492032,Sa
22.5396864,Sa
14.7197952,Sa
4.26260736,Sa
2.02397184,Sa
10.30385664,Sa
4.66126848,Sa
29.71558656,Sa
8.31055104,Sa
3.43461888,Sa
7.94255616,Sa
3.49595136,Sa
3.46528512,Sa
5.12126208,Sa
10.15052544,Sa
3.49595136,Sa
13.73847552,Sa
10.39585536,Sa
2.63729664,Sa
17.90908416,Sa
19.35039744,Sa
2.82129408,Sa
14.29046784,Sa
54.15657984,Sa
10.24252416,Sa
33.61019904,Sa
0.33732864,Sa
4.47727104,Sa
11.10117888,Sa
16.89709824,Sa
12.23582976,Sa
0.36799488,Sa
10.24252416,Sa
20.30105088,Sa
9.29187072,Sa
7.42123008,Sa
5.8265856,Sa
29.5929216,Sa
8.49454848,Sa
3.6799488,Sa
91.04806656,Sa
0.49065984,Sa
20.63837952,Sa
0.39866112,Sa
9.47586816,Sa
6.86923776,Sa
3.00529152,Sa
2.17730304,Sa
37.78080768,Sa
2.33063424,Sa
6.133248,Sa
13.92247296,Sa
3.58795008,Sa
11.53050624,Sa
0.3066624,Sa
12.8798208,Sa
3.46528512,Sa
8.09588736,Sa
3.28128768,Sa
6.10258176,Sa
12.4198272,Sa
19.4730624,Sa
23.79700224,Sa
108.19049472,Sa
4.87593216,Sa
2.20796928,Sa
2.94395904,Sa
0.36799488,Sa
10.1198592,Sa
0.36799488,Sa
3.25062144,Sa
28.02894336,Sa
3.43461888,Sa
0.3066624,Sa
2.66796288,Sa
77.67758592,Sa
8.70921216,Sa
25.54497792,Sa
4.41593856,Sa
26.92495872,Sa
0.36799488,Sa
7.32923136,Sa
42.99406848,Sa
4.41593856,Sa
5.79591936,Sa
68.96837376,Sa
4.41593856,Sa
8.433216,Sa
0.49065984,Sa
1.80930816,Sa
0.3066624,Sa
2.6066304,Sa
0.36799488,Sa
2.05463808,Sa
19.13573376,Sa
7.66656,Sa
19.04373504,Sa
0.88932096,Sa
6.62390784,Sa
9.44520192,Sa
21.12903936,Sa
12.23582976,Sa
0.88932096,Sa
4.87593216,Sa
4.56926976,Sa
21.3130368,Sa
10.97851392,Sa
1.31864832,Sa
12.45049344,Sa
14.22913536,Sa
37.93413888,Sa
16.77443328,Sa
18.58374144,Sa
5.15192832,Sa
9.47586816,Sa
28.42760448,Sa
3.77194752,Sa
37.84214016,Sa
34.00886016,Sa
31.67822592,Sa
18.21574656,Sa
4.41593856,Sa
9.99719424,Sa
0.42932736,Sa
13.4931456,Sa
0.42932736,Sa
54.55524096,Sa
0.85865472,Sa
12.23582976,Sa
3.40395264,Sa
1.96263936,Sa
48.1459968,Sa
11.74516992,Sa
4.07860992,Sa
6.01058304,Sa
5.61192192,Sa
24.10366464,Sa
6.40924416,Sa
2.7599616,Sa
7.29856512,Sa
34.13152512,Sa
1.74797568,Sa
8.52521472,Sa
5.9799168,Sa
8.52521472,Sa
0.73598976,Sa
5.30525952,Sa
8.98520832,Sa
1.44131328,Sa
26.55696384,Sa
3.12795648,Sa
7.66656,Sa
11.25451008,Sa
26.49563136,Sa
6.96123648,Sa
0.36799488,Sa
2.97462528,Sa
4.7532672,Sa
0.33732864,Sa
3.18928896,Sa
27.7529472,Sa
1.34931456,Sa
29.22492672,Sa
3.2199552,Sa
2.1466368,Sa
1.80930816,Sa
35.05151232,Sa
2.57596416,Sa
5.76525312,Sa
0.39866112,Sa
5.45859072,Sa
13.98380544,Sa
0.4599936,Sa
12.69582336,Sa
9.10787328,Sa
12.14383104,Sa
2.51463168,Sa
15.76244736,Sa
0.36799488,Sa
3.46528512,Sa
7.32923136,Sa
16.2531072,Sa
0.3066624,Sa
0.95065344,Sa
7.29856512,Sa
0.3066624,Sa
11.37717504,Sa
1.04265216,Sa
39.80477952,Sa
27.96761088,Sa
6.22524672,Sa
0.33732864,Sa
2.9132928,Sa
1.47197952,Sa
5.64258816,Sa
18.5530752,Sa
28.45827072,Sa
4.87593216,Sa
5.76525312,Sa
39.06878976,Sa
6.34791168,Sa
25.82097408,Sa
4.20127488,Sa
0.79732224,Sa
2.57596416,Sa
0.3066624,Sa
1.28798208,Sa
16.62110208,Sa
3.64928256,Sa
2.42263296,Sa
2.66796288,Sa
24.77832192,Sa
0.33732864,Sa
1.47197952,Sa
0.39866112,Sa
2.36130048,Sa
37.65814272,Sa
1.74797568,Sa
2.66796288,Sa
26.83296,Sa
7.2065664,Sa
0.36799488,Sa
0.42932736,Sa
28.2129408,Sa
1.80930816,Sa
4.78393344,Sa
94.08402432,Sa
59.92183296,Sa
0.36799488,Sa
4.17060864,Sa
0.33732864,Sa
11.53050624,Sa
7.54389504,Sa
6.16391424,Sa
3.74128128,Sa
39.13012224,Sa
6.83857152,Sa
4.2932736,Sa
1.04265216,Sa
1.6866432,Sa
8.1265536,Sa
0.39866112,Sa
20.36238336,Sa
0.36799488,Sa
1.10398464,Sa
6.99190272,Sa
11.59183872,Sa
15.85444608,Sa
38.4861312,Sa
0.39866112,Sa
3.71061504,Sa
2.39196672,Sa
7.32923136,Sa
1.90130688,Sa
2.05463808,Sa
23.4596736,Sa
5.27459328,Sa
7.69722624,Sa
1.25731584,Sa
3.92527872,Sa
9.10787328,Sa
0.52132608,Sa
61.51647744,Sa
17.84775168,Sa
34.25419008,Sa
2.48396544,Sa
41.95141632,Sa
14.22913536,Sa
0.98131968,Sa
11.62250496,Sa
23.6130048,Sa
16.80509952,Sa
6.68524032,Sa
3.00529152,Sa
2.6066304,Sa
4.78393344,Sa
2.7599616,Sa
10.64118528,Sa
38.7927936,Sa
0.4599936,Sa
12.05183232,Sa
12.29716224,Sa
34.59151872,Sa
5.48925696,Sa
6.77723904,Sa
2.36130048,Sa
1.59464448,Sa
0.36799488,Sa
19.53439488,Sa
3.28128768,Sa
0.49065984,Sa
1.59464448,Sa
8.09588736,Sa
11.00918016,Sa
1.28798208,Sa
12.51182592,Sa
0.3066624,Sa
3.86394624,Sa
5.61192192,Sa
8.8932096,Sa
0.70532352,Sa
13.12515072,Sa
5.15192832,Sa
0.3066624,Sa
2.02397184,Sa
5.76525312,Sa
1.2266496,Sa
1.50264576,Sa
0.36799488,Sa
12.17449728,Sa
9.41453568,Sa
21.7730304,Sa
24.10366464,Sa
7.32923136,Sa
0.49065984,Sa
4.96793088,Sa
0.36799488,Sa
2.6066304,Sa
1.3799808,Sa
21.0063744,Sa
0.55199232,Sa
2.39196672,Sa
4.78393344,Sa
4.72260096,Sa
12.17449728,Sa
5.27459328,Sa
16.03844352,Sa
5.73458688,Sa
0.3066624,Sa
2.94395904,Sa
1.87064064,Sa
9.6598656,Sa
4.53860352,Sa
24.77832192,Sa
1.0733184,Sa
7.91188992,Sa
3.2199552,Sa
8.92387584,Sa
3.28128768,Sa
0.3066624,Sa
5.02926336,Sa
1.50264576,Sa
1.04265216,Sa
2.08530432,Sa
1.3799808,Sa
5.64258816,Sa
8.61721344,Sa
0.42932736,Sa
0.67465728,Sa
1.90130688,Sa
3.58795008,Sa
4.81459968,Sa
0.70532352,Sa
2.20796928,Sa
8.67854592,Sa
2.4532992,Sa
0.39866112,Sa
4.41593856,Sa
7.8198912,Sa
19.68772608,Sa
10.51852032,Sa
0.36799488,Sa
4.63060224,Sa
21.86502912,Sa
4.81459968,Sa
4.01727744,Sa
3.34262016,Sa
0.67465728,Sa
2.02397184,Sa
0.6133248,Sa
32.38354944,Sa
4.78393344,Sa
1.8399744,Sa
21.22103808,Sa
0.58265856,Sa
2.4532992,Sa
0.70532352,Sa
3.71061504,Sa
0.36799488,Sa
0.9199872,Sa
2.4532992,Sa
4.32393984,Sa
20.45438208,Sa
19.1664,Sa
1.47197952,Sa
1.16531712,Sa
15.54778368,Sa
16.7131008,Sa
3.12795648,Sa
2.1466368,Sa
0.55199232,Sa
6.7465728,Sa
0.52132608,Sa
1.44131328,Sa
5.30525952,Sa
8.37188352,Sa
