aggregateSizeList1,aggregateSizeList2
130.20885504,Sa
103.46789376,Sa
5.09059584,Sa
30.85023744,Sa
20.94504192,Sa
12.78782208,Sa
9.13853952,Sa
1.9933056,Sa
5.5199232,Sa
7.60522752,Sa
7.72789248,Sa
7.66656,Sa
0.36799488,Sa
0.36799488,Sa
126.43690752,Sa
39.49811712,Sa
2.1466368,Sa
3.00529152,Sa
3.49595136,Sa
3.31195392,Sa
9.199872,Sa
16.89709824,Sa
521.87807232,Sa
17.38775808,Sa
603.8182656,Sa
3796.44984576,Sa
842.83094016,Sa
127.90888704,Sa
6.34791168,Sa
35.78750208,Sa
10.94784768,Sa
140.81937408,Sa
362.26029312,Sa
85.06814976,Sa
0.3066624,Sa
54.83123712,Sa
0.33732864,Sa
22.01836032,Sa
0.3066624,Sa
0.39866112,Sa
0.67465728,Sa
0.33732864,Sa
129.65686272,Sa
13.27848192,Sa
3.46528512,Sa
6.71590656,Sa
6.7465728,Sa
7.45189632,Sa
2.05463808,Sa
18.33841152,Sa
4.53860352,Sa
4.2932736,Sa
1.13465088,Sa
6.50124288,Sa
9.07720704,Sa
19.07440128,Sa
12.08249856,Sa
1.65597696,Sa
3.03595776,Sa
4.66126848,Sa
0.70532352,Sa
2.17730304,Sa
10.08919296,Sa
82.00152576,Sa
1.56397824,Sa
8.49454848,Sa
0.36799488,Sa
0.3066624,Sa
0.82798848,Sa
2.02397184,Sa
0.6133248,Sa
0.42932736,Sa
0.3066624,Sa
5.76525312,Sa
0.9199872,Sa
1.533312,Sa
0.42932736,Sa
4.10927616,Sa
0.33732864,Sa
0.64399104,Sa
2.26930176,Sa
0.766656,Sa
2.20796928,Sa
2.66796288,Sa
1.31864832,Sa
3.09729024,Sa
3.40395264,Sa
0.9199872,Sa
19.25839872,Sa
0.3066624,Sa
0.33732864,Sa
2.33063424,Sa
1.47197952,Sa
0.58265856,Sa
1.533312,Sa
1.13465088,Sa
3.15862272,Sa
0.3066624,Sa
0.88932096,Sa
24.87032064,Sa
0.36799488,Sa
1.8399744,Sa
1.3799808,Sa
1.65597696,Sa
29.56225536,Sa
0.33732864,Sa
9.07720704,Sa
0.79732224,Sa
45.44736768,Sa
46.21402368,Sa
9.90519552,Sa
0.33732864,Sa
9.16920576,Sa
7.42123008,Sa
1.16531712,Sa
0.33732864,Sa
0.3066624,Sa
4637.28748032,Sa
49.31131392,Sa
19.68772608,Sa
0.39866112,Sa
1.44131328,Sa
0.49065984,Sa
171.20961792,Sa
315.98493696,Sa
2.36130048,Sa
2.23863552,Sa
3.6799488,Sa
70.3790208,Sa
1.2266496,Sa
12.78782208,Sa
0.36799488,Sa
3.6799488,Sa
2.6066304,Sa
44.25138432,Sa
10.51852032,Sa
59.61517056,Sa
21.37436928,Sa
3.18928896,Sa
36.73815552,Sa
0.3066624,Sa
5.73458688,Sa
0.88932096,Sa
41.64475392,Sa
19.56506112,Sa
20.48504832,Sa
5.15192832,Sa
30.9729024,Sa
21.52770048,Sa
21.55836672,Sa
64.82843136,Sa
3.86394624,Sa
18.64507392,Sa
28.12094208,Sa
2.02397184,Sa
4.50793728,Sa
192.39998976,Sa
12.48115968,Sa
23.67433728,Sa
6.47057664,Sa
0.33732864,Sa
4.26260736,Sa
4.07860992,Sa
4.81459968,Sa
0.4599936,Sa
5.42792448,Sa
2.23863552,Sa
0.4599936,Sa
32.01555456,Sa
3.89461248,Sa
4.9065984,Sa
98.4386304,Sa
8.83187712,Sa
13.52381184,Sa
7.32923136,Sa
13.24781568,Sa
0.36799488,Sa
39.34478592,Sa
43.11673344,Sa
0.3066624,Sa
10.97851392,Sa
0.33732864,Sa
27.47695104,Sa
1.90130688,Sa
14.29046784,Sa
0.39866112,Sa
3.86394624,Sa
12.8798208,Sa
2.6066304,Sa
0.88932096,Sa
6.2865792,Sa
0.39866112,Sa
4.56926976,Sa
4.20127488,Sa
1.19598336,Sa
1.65597696,Sa
13.4931456,Sa
7.3598976,Sa
1.3799808,Sa
0.3066624,Sa
0.36799488,Sa
6.25591296,Sa
4.17060864,Sa
2.97462528,Sa
1.0733184,Sa
0.58265856,Sa
4.81459968,Sa
32.10755328,Sa
2.33063424,Sa
7.42123008,Sa
1.80930816,Sa
0.67465728,Sa
3.61861632,Sa
46.18335744,Sa
7.39056384,Sa
2.51463168,Sa
0.39866112,Sa
1.19598336,Sa
1.34931456,Sa
2.9132928,Sa
0.9199872,Sa
0.95065344,Sa
0.33732864,Sa
1.96263936,Sa
0.67465728,Sa
216.90231552,Sa
12.32782848,Sa
14.50513152,Sa
2.08530432,Sa
3.46528512,Sa
2.299968,Sa
0.36799488,Sa
0.95065344,Sa
0.85865472,Sa
0.3066624,Sa
17.35709184,Sa
4.17060864,Sa
0.766656,Sa
1.80930816,Sa
0.52132608,Sa
6.5932416,Sa
0.3066624,Sa
0.4599936,Sa
0.85865472,Sa
0.36799488,Sa
0.33732864,Sa
0.49065984,Sa
2.79062784,Sa
7.3598976,Sa
0.3066624,Sa
0.3066624,Sa
2.39196672,Sa
0.95065344,Sa
5.27459328,Sa
4.69193472,Sa
10.18119168,Sa
0.33732864,Sa
4.01727744,Sa
0.3066624,Sa
1.01198592,Sa
5.64258816,Sa
94.11469056,Sa
5.79591936,Sa
1.59464448,Sa
5.8265856,Sa
4.4466048,Sa
5.48925696,Sa
0.4599936,Sa
1.65597696,Sa
0.36799488,Sa
13.15581696,Sa
1.28798208,Sa
1.13465088,Sa
1.28798208,Sa
3.40395264,Sa
4.599936,Sa
0.73598976,Sa
0.39866112,Sa
3.066624,Sa
0.82798848,Sa
0.42932736,Sa
239.31933696,Sa
0.67465728,Sa
17.44909056,Sa
0.3066624,Sa
2.26930176,Sa
3.25062144,Sa
19.3197312,Sa
0.33732864,Sa
2.36130048,Sa
1.62531072,Sa
10.39585536,Sa
