aggregateSizeList1,aggregateSizeList2
0.70532352,Sa
24.0729984,Sa
19.68772608,Sa
140.26738176,Sa
25.88230656,Sa
9.26120448,Sa
10.2731904,Sa
16.03844352,Sa
25.11565056,Sa
7.42123008,Sa
8.80121088,Sa
62.83512576,Sa
26.066304,Sa
29.34759168,Sa
5.91858432,Sa
32.47554816,Sa
7.48256256,Sa
9.99719424,Sa
17.54108928,Sa
29.7462528,Sa
7.54389504,Sa
26.71029504,Sa
29.22492672,Sa
25.9129728,Sa
42.28874496,Sa
26.92495872,Sa
0.42932736,Sa
0.3066624,Sa
21.65036544,Sa
20.27038464,Sa
21.3130368,Sa
0.4599936,Sa
11.99049984,Sa
10.91718144,Sa
22.93834752,Sa
5.33592576,Sa
13.033152,Sa
41.61408768,Sa
13.27848192,Sa
6.133248,Sa
0.3066624,Sa
16.89709824,Sa
5.15192832,Sa
19.68772608,Sa
0.3066624,Sa
16.16110848,Sa
18.82907136,Sa
4.93726464,Sa
16.099776,Sa
24.80898816,Sa
0.4599936,Sa
7.91188992,Sa
28.6729344,Sa
0.73598976,Sa
19.6263936,Sa
21.74236416,Sa
26.066304,Sa
9.44520192,Sa
8.49454848,Sa
9.87452928,Sa
56.45654784,Sa
4.72260096,Sa
23.4596736,Sa
3.12795648,Sa
25.17698304,Sa
33.4262016,Sa
34.00886016,Sa
11.56117248,Sa
36.12483072,Sa
5.88791808,Sa
9.8131968,Sa
19.71839232,Sa
6.10258176,Sa
18.5530752,Sa
32.01555456,Sa
9.3532032,Sa
0.49065984,Sa
3.6799488,Sa
0.3066624,Sa
6.53190912,Sa
46.18335744,Sa
37.38214656,Sa
6.93057024,Sa
14.90379264,Sa
31.2795648,Sa
27.32361984,Sa
14.32113408,Sa
29.80758528,Sa
9.93586176,Sa
0.39866112,Sa
21.7730304,Sa
8.1265536,Sa
2.4532992,Sa
6.5932416,Sa
7.14523392,Sa
7.94255616,Sa
1.44131328,Sa
53.38992384,Sa
0.98131968,Sa
44.49671424,Sa
0.55199232,Sa
10.91718144,Sa
38.21013504,Sa
35.84883456,Sa
0.766656,Sa
1.31864832,Sa
11.31584256,Sa
14.13713664,Sa
0.36799488,Sa
4.69193472,Sa
28.94893056,Sa
0.3066624,Sa
21.12903936,Sa
0.4599936,Sa
11.83716864,Sa
0.33732864,Sa
5.2132608,Sa
13.98380544,Sa
0.766656,Sa
41.82875136,Sa
26.61829632,Sa
10.21185792,Sa
0.33732864,Sa
3.28128768,Sa
0.49065984,Sa
18.06241536,Sa
1.56397824,Sa
16.19177472,Sa
0.39866112,Sa
2.4532992,Sa
1.31864832,Sa
6.22524672,Sa
0.36799488,Sa
32.62887936,Sa
1.01198592,Sa
3.92527872,Sa
18.89040384,Sa
10.18119168,Sa
10.5798528,Sa
1.87064064,Sa
0.39866112,Sa
12.45049344,Sa
0.4599936,Sa
3.34262016,Sa
8.00388864,Sa
3.58795008,Sa
11.62250496,Sa
2.20796928,Sa
4.53860352,Sa
19.6263936,Sa
37.84214016,Sa
22.75435008,Sa
6.68524032,Sa
5.366592,Sa
27.26228736,Sa
2.1466368,Sa
2.97462528,Sa
6.80790528,Sa
20.5463808,Sa
3.15862272,Sa
11.28517632,Sa
17.87841792,Sa
8.46388224,Sa
13.27848192,Sa
33.8861952,Sa
66.57640704,Sa
6.80790528,Sa
4.69193472,Sa
0.33732864,Sa
15.85444608,Sa
7.57456128,Sa
4.81459968,Sa
2.54529792,Sa
37.35148032,Sa
2.7599616,Sa
53.5125888,Sa
4.66126848,Sa
5.8265856,Sa
4.87593216,Sa
5.79591936,Sa
1.96263936,Sa
31.77022464,Sa
26.64896256,Sa
4.20127488,Sa
5.09059584,Sa
0.3066624,Sa
4.63060224,Sa
2.4532992,Sa
77.61625344,Sa
0.3066624,Sa
0.33732864,Sa
0.85865472,Sa
35.08217856,Sa
1.65597696,Sa
0.73598976,Sa
3.83328,Sa
2.54529792,Sa
35.266176,Sa
8.03455488,Sa
4.96793088,Sa
0.766656,Sa
6.50124288,Sa
4.599936,Sa
6.53190912,Sa
0.6133248,Sa
1.77864192,Sa
14.19846912,Sa
4.84526592,Sa
2.66796288,Sa
7.39056384,Sa
12.1131648,Sa
1.56397824,Sa
0.88932096,Sa
6.96123648,Sa
10.24252416,Sa
17.14242816,Sa
22.20235776,Sa
0.79732224,Sa
0.64399104,Sa
0.9199872,Sa
11.89850112,Sa
0.42932736,Sa
0.85865472,Sa
2.51463168,Sa
0.33732864,Sa
1.71730944,Sa
1.50264576,Sa
10.4265216,Sa
1.13465088,Sa
10.51852032,Sa
2.02397184,Sa
0.9199872,Sa
1.62531072,Sa
4.66126848,Sa
2.26930176,Sa
4.2932736,Sa
0.98131968,Sa
3.34262016,Sa
26.34230016,Sa
0.36799488,Sa
3.5266176,Sa
9.966528,Sa
0.39866112,Sa
19.90238976,Sa
0.55199232,Sa
17.75575296,Sa
24.65565696,Sa
9.53720064,Sa
19.25839872,Sa
2.08530432,Sa
2.17730304,Sa
5.91858432,Sa
15.4864512,Sa
14.65846272,Sa
25.20764928,Sa
5.366592,Sa
15.60911616,Sa
0.3066624,Sa
8.21855232,Sa
14.1064704,Sa
6.68524032,Sa
11.31584256,Sa
3.2199552,Sa
2.48396544,Sa
0.67465728,Sa
10.1198592,Sa
11.9598336,Sa
0.39866112,Sa
7.23723264,Sa
2.23863552,Sa
60.16716288,Sa
1.90130688,Sa
16.7131008,Sa
0.39866112,Sa
2.6066304,Sa
1.16531712,Sa
3.55728384,Sa
0.79732224,Sa
12.32782848,Sa
4.38527232,Sa
0.42932736,Sa
2.72929536,Sa
1.59464448,Sa
19.3197312,Sa
0.33732864,Sa
18.5530752,Sa
1.80930816,Sa
6.16391424,Sa
1.533312,Sa
4.93726464,Sa
1.71730944,Sa
1.62531072,Sa
6.80790528,Sa
1.13465088,Sa
1.6866432,Sa
2.97462528,Sa
1.8399744,Sa
5.27459328,Sa
4.38527232,Sa
0.82798848,Sa
4.35460608,Sa
3.55728384,Sa
2.299968,Sa
5.366592,Sa
3.83328,Sa
2.69862912,Sa
3.74128128,Sa
0.67465728,Sa
1.34931456,Sa
0.39866112,Sa
7.29856512,Sa
2.39196672,Sa
2.88262656,Sa
7.29856512,Sa
2.299968,Sa
5.12126208,Sa
5.85725184,Sa
2.9132928,Sa
8.5865472,Sa
1.16531712,Sa
13.15581696,Sa
0.67465728,Sa
0.64399104,Sa
1.8399744,Sa
5.85725184,Sa
2.85196032,Sa
1.87064064,Sa
8.31055104,Sa
2.08530432,Sa
10.08919296,Sa
4.47727104,Sa
54.98456832,Sa
1.65597696,Sa
5.64258816,Sa
1.77864192,Sa
1.0733184,Sa
0.3066624,Sa
2.23863552,Sa
0.85865472,Sa
0.73598976,Sa
0.33732864,Sa
4.1399424,Sa
19.38106368,Sa
0.33732864,Sa
1.25731584,Sa
11.37717504,Sa
0.36799488,Sa
7.88122368,Sa
10.30385664,Sa
14.50513152,Sa
0.6133248,Sa
1.50264576,Sa
26.28096768,Sa
15.05712384,Sa
4.17060864,Sa
4.07860992,Sa
5.73458688,Sa
0.36799488,Sa
15.70111488,Sa
1.0733184,Sa
0.3066624,Sa
0.3066624,Sa
0.73598976,Sa
1.9933056,Sa
33.45686784,Sa
2.05463808,Sa
2.1466368,Sa
1.71730944,Sa
6.7465728,Sa
1.71730944,Sa
3.00529152,Sa
0.73598976,Sa
0.3066624,Sa
18.89040384,Sa
1.50264576,Sa
2.54529792,Sa
5.24392704,Sa
0.98131968,Sa
12.75715584,Sa
0.3066624,Sa
26.6796288,Sa
1.10398464,Sa
12.05183232,Sa
7.88122368,Sa
0.36799488,Sa
15.91577856,Sa
0.36799488,Sa
1.25731584,Sa
0.766656,Sa
1.19598336,Sa
19.87172352,Sa
14.75046144,Sa
3.5266176,Sa
0.3066624,Sa
6.07191552,Sa
16.83576576,Sa
1.50264576,Sa
0.36799488,Sa
43.60739328,Sa
2.17730304,Sa
10.05852672,Sa
0.33732864,Sa
0.6133248,Sa
1.3799808,Sa
21.7730304,Sa
3.2199552,Sa
1.74797568,Sa
0.3066624,Sa
1.41064704,Sa
0.3066624,Sa
0.9199872,Sa
0.33732864,Sa
6.68524032,Sa
2.05463808,Sa
1.50264576,Sa
0.67465728,Sa
11.89850112,Sa
1.0733184,Sa
9.99719424,Sa
15.51711744,Sa
3.00529152,Sa
9.16920576,Sa
0.82798848,Sa
4.56926976,Sa
9.8131968,Sa
0.766656,Sa
43.02473472,Sa
0.33732864,Sa
10.82518272,Sa
0.95065344,Sa
4.32393984,Sa
42.99406848,Sa
2.05463808,Sa
53.2059264,Sa
11.3465088,Sa
0.36799488,Sa
0.52132608,Sa
6.83857152,Sa
0.42932736,Sa
3.49595136,Sa
8.00388864,Sa
42.25807872,Sa
15.51711744,Sa
3.15862272,Sa
1.93197312,Sa
3.09729024,Sa
4.50793728,Sa
1.8399744,Sa
18.12374784,Sa
3.77194752,Sa
1.31864832,Sa
10.30385664,Sa
0.3066624,Sa
1.13465088,Sa
38.73146112,Sa
1.74797568,Sa
5.76525312,Sa
0.3066624,Sa
2.39196672,Sa
0.70532352,Sa
0.67465728,Sa
9.87452928,Sa
10.64118528,Sa
1.533312,Sa
3.64928256,Sa
17.41842432,Sa
4.04794368,Sa
13.3398144,Sa
8.40254976,Sa
5.6732544,Sa
10.8865152,Sa
3.77194752,Sa
2.23863552,Sa
8.24921856,Sa
14.78112768,Sa
0.64399104,Sa
11.28517632,Sa
5.30525952,Sa
28.18227456,Sa
1.2266496,Sa
11.68383744,Sa
0.33732864,Sa
1.56397824,Sa
0.36799488,Sa
1.3799808,Sa
8.1265536,Sa
0.70532352,Sa
3.3732864,Sa
18.98240256,Sa
1.47197952,Sa
1.74797568,Sa
2.54529792,Sa
19.50372864,Sa
12.14383104,Sa
4.04794368,Sa
0.3066624,Sa
0.95065344,Sa
3.12795648,Sa
1.74797568,Sa
0.36799488,Sa
10.85584896,Sa
0.766656,Sa
0.67465728,Sa
0.98131968,Sa
1.8399744,Sa
4.07860992,Sa
12.8798208,Sa
3.71061504,Sa
2.97462528,Sa
0.42932736,Sa
3.58795008,Sa
4.66126848,Sa
1.50264576,Sa
1.74797568,Sa
1.96263936,Sa
3.00529152,Sa
2.20796928,Sa
0.3066624,Sa
10.54918656,Sa
16.099776,Sa
0.49065984,Sa
8.64787968,Sa
4.9065984,Sa
1.2266496,Sa
3.31195392,Sa
1.56397824,Sa
4.72260096,Sa
0.4599936,Sa
2.51463168,Sa
1.2266496,Sa
16.22244096,Sa
2.39196672,Sa
4.17060864,Sa
13.3398144,Sa
2.08530432,Sa
0.39866112,Sa
0.33732864,Sa
0.82798848,Sa
8.92387584,Sa
5.58125568,Sa
7.69722624,Sa
2.88262656,Sa
0.36799488,Sa
1.50264576,Sa
7.17590016,Sa
20.11705344,Sa
4.32393984,Sa
37.68880896,Sa
0.70532352,Sa
4.32393984,Sa
2.97462528,Sa
0.64399104,Sa
1.16531712,Sa
9.23053824,Sa
8.2798848,Sa
12.14383104,Sa
0.39866112,Sa
1.34931456,Sa
25.79030784,Sa
2.17730304,Sa
9.44520192,Sa
0.95065344,Sa
13.21714944,Sa
1.44131328,Sa
1.16531712,Sa
2.05463808,Sa
4.81459968,Sa
4.04794368,Sa
5.45859072,Sa
2.02397184,Sa
1.01198592,Sa
1.80930816,Sa
1.34931456,Sa
31.8928896,Sa
4.07860992,Sa
0.33732864,Sa
7.42123008,Sa
39.74344704,Sa
6.07191552,Sa
25.9129728,Sa
0.67465728,Sa
2.7599616,Sa
1.0733184,Sa
0.3066624,Sa
2.1466368,Sa
16.46777088,Sa
1.62531072,Sa
0.3066624,Sa
3.3732864,Sa
0.36799488,Sa
0.33732864,Sa
0.36799488,Sa
3.49595136,Sa
6.40924416,Sa
10.85584896,Sa
20.66904576,Sa
1.25731584,Sa
2.9132928,Sa
0.33732864,Sa
21.06770688,Sa
0.82798848,Sa
9.72119808,Sa
44.55804672,Sa
0.70532352,Sa
1.34931456,Sa
1.44131328,Sa
0.3066624,Sa
1.59464448,Sa
1.56397824,Sa
13.52381184,Sa
25.72897536,Sa
0.79732224,Sa
0.55199232,Sa
0.67465728,Sa
4.63060224,Sa
1.3799808,Sa
11.40784128,Sa
0.3066624,Sa
1.77864192,Sa
3.15862272,Sa
13.86114048,Sa
1.87064064,Sa
0.33732864,Sa
1.77864192,Sa
7.9732224,Sa
0.36799488,Sa
7.29856512,Sa
17.60242176,Sa
0.4599936,Sa
1.19598336,Sa
2.63729664,Sa
