"distance","meanCounts","normDensity","funcDensity","rawDensity","normPropOccup","source","timePoint","position"
0.5,16.4168,0.0776067546992793,0.0776067546992793,0.000517376276775531,0.364205490324335,"finalGG",0,2
1.5,13.9240048250905,0.0538843128199325,0.0538843128199325,0.000438815711600911,0.102967671421968,"finalGG",0,2
2.5,9.0592517694641,0.0297830690974662,0.0297830690974662,0.000285502774648986,0.0401957657115793,"finalGG",0,2
3.5,6.45854449624975,0.0181848515389388,0.0181848515389388,0.000203541354274815,0.0204689043718123,"finalGG",0,2
4.5,5.73216469629026,0.0145994230176078,0.0145994230176078,0.00018064945838597,0.0141297387353351,"finalGG",0,2
5.5,6.76094965206713,0.0174768498829398,0.0174768498829398,0.000213071667953152,0.0136355605958489,"finalGG",0,2
6.5,7.66659836065574,0.0201729923248699,0.0201729923248699,0.000241613232503865,0.0130833012292397,"finalGG",0,2
7.5,8.24451731912277,0.0202882412979752,0.0202882412979752,0.000259826377514444,0.0121936003471995,"finalGG",0,2
8.5,8.91504206854094,0.0222186787340746,0.0222186787340746,0.000280957998679337,0.0116340910023127,"finalGG",0,2
9.5,9.79203448983782,0.0243589155218208,0.0243589155218208,0.000308596458896367,0.0114334504661598,"finalGG",0,2
10.5,10.451646090535,0.0251308463841558,0.0251308463841558,0.000329384151631044,0.0110413806330209,"finalGG",0,2
11.5,11.8431574608409,0.0281193996845899,0.0281193996845899,0.000373237702375384,0.0114234595579022,"finalGG",0,2
12.5,12.4501030927835,0.0301095750431853,0.0301095750431853,0.000392365624458838,0.011048184546308,"finalGG",0,2
13.5,13.577034283354,0.0315419587788642,0.0315419587788642,0.000427880917546381,0.011155759204932,"finalGG",0,2
14.5,14.7381690431907,0.0339385540890011,0.0339385540890011,0.000464474137837728,0.011274661622615,"finalGG",0,2
15.5,15.5719602977667,0.0357360932754606,0.0357360932754606,0.000490751111115135,0.0111439607804578,"finalGG",0,2
16.5,15.7468406877978,0.0370660402371234,0.0370660402371234,0.000496262475392906,0.0105861361416882,"finalGG",0,2
17.5,16.9066390041494,0.040111256755847,0.040111256755847,0.000532813577600676,0.0107163580656797,"finalGG",0,2
18.5,18.3739347329038,0.0443120573171348,0.0443120573171348,0.000579055476208905,0.0110168751137341,"finalGG",0,2
19.5,20.4101709045436,0.0487610823440135,0.0487610823440135,0.00064322756145808,0.0116102084011075,"finalGG",0,2
20.5,20.7246589716684,0.0491266607091852,0.0491266607091852,0.000653138668693315,0.0112140249289264,"finalGG",0,2
21.5,22.1831672673309,0.0523379424499004,0.0523379424499004,0.000699103630906176,0.0114449283824185,"finalGG",0,2
22.5,23.9402185558174,0.0568139736057089,0.0568139736057089,0.000754477190536603,0.0118024882878694,"finalGG",0,2
23.5,25.1490750816104,0.0588480787960796,0.0588480787960796,0.00079257436467959,0.011870858836487,"finalGG",0,2
24.5,27.7465324384787,0.0663229052386986,0.0663229052386986,0.00087443336377684,0.0125623421248371,"finalGG",0,2
25.5,29.5744234800839,0.0741205383448483,0.0741205383448483,0.00093203944178577,0.0128648312018767,"finalGG",0,2
26.5,17.7149733975171,0.0457643628832613,0.0457643628832613,0.000558288276618158,0.00741519567659324,"finalGG",0,2
0.5,0.322454844006568,0.00110550397373423,0.00110550397373423,1.01621806089099e-05,0.00715363679699267,"finalRG",0,2
1.5,1.37294745484401,0.00465106270063088,0.00465106270063088,4.32685080159126e-05,0.0101529124835739,"finalRG",0,2
2.5,2.4685960591133,0.00779865073531844,0.00779865073531844,7.77979288245448e-05,0.0109531240938804,"finalRG",0,2
3.5,3.61596880131363,0.0106884682630426,0.0106884682630426,0.00011395743843868,0.0114599999502246,"finalRG",0,2
4.5,4.36104269293924,0.0127470263571165,0.0127470263571165,0.000137438479565569,0.0107499342970297,"finalRG",0,2
5.5,5.14206528433587,0.0166541359522465,0.0166541359522465,0.000162052445771795,0.010370576084816,"finalRG",0,2
6.5,5.57051940053377,0.0182956417105477,0.0182956417105477,0.000175555198769189,0.00950627382471532,"finalRG",0,2
7.5,6.22503082614057,0.0199353324712376,0.0199353324712376,0.000196182159229662,0.00920678981010764,"finalRG",0,2
8.5,7.53680098684211,0.0237176030175678,0.0237176030175678,0.000237522661747144,0.00983549240408593,"finalRG",0,2
9.5,8.6671469740634,0.0272437961600816,0.0272437961600816,0.000273145572322696,0.0101200006713336,"finalRG",0,2
10.5,9.75092707045735,0.032893928604571,0.032893928604571,0.000307300956509366,0.0103011235146248,"finalRG",0,2
11.5,10.6177502579979,0.035762110449735,0.035762110449735,0.000334618932813667,0.0102414783447059,"finalRG",0,2
12.5,11.0979701739851,0.0354049675845414,0.0354049675845414,0.000349753087592119,0.00984830580581133,"finalRG",0,2
13.5,12.2986932171749,0.0378519875732054,0.0378519875732054,0.000387593934622241,0.0101053924739917,"finalRG",0,2
14.5,13.1639650872818,0.0398919880806903,0.0398919880806903,0.000414863021079682,0.0100703996226445,"finalRG",0,2
15.5,14.225692275661,0.0438259142099404,0.0438259142099404,0.000448323406762337,0.0101805138058029,"finalRG",0,2
16.5,14.6682642217129,0.0453704617409535,0.0453704617409535,0.000462271083876853,0.00986104102352622,"finalRG",0,2
17.5,15.534961385932,0.0480764357397109,0.0480764357397109,0.000489585088549846,0.00984691331655545,"finalRG",0,2
18.5,15.8847926267281,0.0497834429472933,0.0497834429472933,0.000500610037678963,0.0095244039515847,"finalRG",0,2
19.5,18.5394487691984,0.0573268850076758,0.0573268850076758,0.000584271659378111,0.0105460588673529,"finalRG",0,2
20.5,19.8372881355932,0.0619680419011306,0.0619680419011306,0.000625173132213137,0.0107338723391755,"finalRG",0,2
21.5,20.6450650181198,0.0647738171367979,0.0647738171367979,0.000650630261248452,0.010651377584423,"finalRG",0,2
22.5,21.5670705322371,0.0663063924082837,0.0663063924082837,0.000679687311347163,0.0106325302238533,"finalRG",0,2
23.5,22.3323819978046,0.0700736821868589,0.0700736821868589,0.000703806140633561,0.0105413242164238,"finalRG",0,2
24.5,23.8962778029959,0.0769546553849546,0.0769546553849546,0.000753092395503861,0.0108191255226933,"finalRG",0,2
25.5,26.7016786570743,0.0866859979088164,0.0866859979088164,0.000841504744362712,0.0116151913818826,"finalRG",0,2
26.5,16.1697612732095,0.0549774204436041,0.0549774204436041,0.000509590838889572,0.00676839536781091,"finalRG",0,2
0.5,22.782,0.0640808353214101,0.0640808353214101,0.000717975874561434,0.505416980201319,"finalRR",0,2
1.5,22.4499096566954,0.0463389836194924,0.0463389836194924,0.000707510030708063,0.166016526855696,"finalRR",0,2
2.5,13.0946301925025,0.022470485694836,0.022470485694836,0.000412677928387348,0.0581006799117517,"finalRR",0,2
3.5,10.2040609137056,0.01501736228395,0.01501736228395,0.000321581492344654,0.0323394763584997,"finalRR",0,2
4.5,9.90476190476191,0.013085728706335,0.013085728706335,0.000312149069041094,0.0244151564662054,"finalRR",0,2
5.5,11.9050529747351,0.0150118635532193,0.0150118635532193,0.000375188342605375,0.024010247019686,"finalRR",0,2
6.5,14.9463703099511,0.0190073845245409,0.0190073845245409,0.000471035611219654,0.0255064705166228,"finalRR",0,2
7.5,16.530383360522,0.0214956515108413,0.0214956515108413,0.000520955862088779,0.0244483552501834,"finalRR",0,2
8.5,18.8762234910277,0.0239115447109866,0.0239115447109866,0.000594885131656032,0.0246333892971242,"finalRR",0,2
9.5,20.2209302325581,0.0250809780202339,0.0250809780202339,0.00063726363217306,0.023610517756403,"finalRR",0,2
10.5,21.6037543358498,0.0261417167413289,0.0261417167413289,0.000680843403261002,0.0228227470255054,"finalRR",0,2
11.5,23.339387755102,0.0282996074484104,0.0282996074484104,0.000735541977666482,0.0225122863567563,"finalRR",0,2
12.5,24.5821596244131,0.0304055593186816,0.0304055593186816,0.00077470799556434,0.0218141355178609,"finalRR",0,2
13.5,27.0951408738261,0.0331132113190819,0.0331132113190819,0.000853904725891076,0.0222630996507615,"finalRR",0,2
14.5,29.6216547497446,0.0364280441613967,0.0364280441613967,0.000933527937622015,0.0226604901210302,"finalRR",0,2
15.5,31.1596484055601,0.0381955848134386,0.0381955848134386,0.000981997884953419,0.0222991770544275,"finalRR",0,2
16.5,31.3915983606557,0.0391553511200844,0.0391553511200844,0.00098930779944136,0.0211036448859617,"finalRR",0,2
17.5,34.1458461538462,0.0434833228496707,0.0434833228496707,0.00107610805701641,0.0216435161211178,"finalRR",0,2
18.5,36.2998765939942,0.0469654404037401,0.0469654404037401,0.00114399243455558,0.0217651370211868,"finalRR",0,2
19.5,39.5960346964064,0.0515648994700717,0.0515648994700717,0.00124787102275118,0.0225239767385007,"finalRR",0,2
20.5,40.1568994181214,0.0527318320751953,0.0527318320751953,0.00126554670263371,0.0217287276841955,"finalRR",0,2
21.5,42.6869109947644,0.0550292036183897,0.0550292036183897,0.0013452801445787,0.0220233942842434,"finalRR",0,2
22.5,44.7179324894515,0.0572325520371324,0.0572325520371324,0.00140928788902173,0.0220458670096909,"finalRR",0,2
23.5,47.6368286445013,0.0601646396016886,0.0601646396016886,0.00150127704799267,0.0224855214922116,"finalRR",0,2
24.5,50.5044362692058,0.0641815376636942,0.0641815376636942,0.00159164984635305,0.0228660647467406,"finalRR",0,2
25.5,54.7446003117346,0.0700306859524306,0.0700306859524306,0.00172527882917802,0.0238138215170603,"finalRR",0,2
26.5,32.1254079254079,0.0423662822995444,0.0423662822995444,0.00101243384474092,0.0134471658868349,"finalRR",0,2
0.5,0.625410509031199,0.000970215633701106,0.000970215633701106,1.97098436125707e-05,0.0138746857545746,"finalGR",0,2
1.5,2.81999178981938,0.00420425755298777,0.00420425755298777,8.8872182931772e-05,0.0208537695637348,"finalGR",0,2
2.5,5.01149425287356,0.00721478367294201,0.00721478367294201,0.000157937493155408,0.0222359256569539,"finalGR",0,2
3.5,7.36473727422003,0.0108060768854762,0.0108060768854762,0.000232100065199426,0.0233408785953345,"finalGR",0,2
4.5,8.93779511393964,0.0134189186365012,0.0134189186365012,0.000281675062048184,0.0220315912959816,"finalGR",0,2
5.5,10.1344693081503,0.0165628132086423,0.0165628132086423,0.000319388309399315,0.0204393136274581,"finalGR",0,2
6.5,11.1158348736907,0.0193905028794497,0.0193905028794497,0.000350316094500859,0.0189695363217833,"finalGR",0,2
7.5,12.2568429718049,0.0205891291615875,0.0205891291615875,0.000386275022036862,0.0181278101472255,"finalGR",0,2
8.5,14.5158762886598,0.0231144401613711,0.0231144401613711,0.000457468570510758,0.0189431552226225,"finalGR",0,2
9.5,16.8755417956656,0.0263910474109111,0.0263910474109111,0.000531833547512995,0.0197043496334282,"finalGR",0,2
10.5,19.2441140024783,0.0292726494293322,0.0292726494293322,0.000606479219607115,0.0203299638933462,"finalGR",0,2
11.5,21.7179752066116,0.033472880335801,0.033472880335801,0.000684443079741483,0.0209483334383223,"finalGR",0,2
12.5,22.9146517875594,0.0355875823872778,0.0355875823872778,0.000722156402310758,0.0203343940107682,"finalGR",0,2
13.5,24.8633167907361,0.0381019910303172,0.0381019910303172,0.000783568677786268,0.0204292903269355,"finalGR",0,2
14.5,26.4102670254606,0.040775357167535,0.040775357167535,0.000832320892151964,0.0202037867256345,"finalGR",0,2
15.5,28.2587528485602,0.0429828525361818,0.0429828525361818,0.000890576015734369,0.0202231721265157,"finalGR",0,2
16.5,29.3239817123857,0.0453347076871393,0.0453347076871393,0.000924146756894637,0.0197136472501585,"finalGR",0,2
17.5,31.3171036204744,0.0496110359292221,0.0496110359292221,0.00098696009396195,0.0198505034557507,"finalGR",0,2
