"distance","meanCounts","normDensity","funcDensity","rawDensity","normPropOccup","source","timePoint","position"
0.5,18.3106,0.121672206727142,0.121672206727142,0.000577059478919524,0.406219302856389,"finalGG",0,2
1.5,15.2671647819063,0.073043349024967,0.073043349024967,0.00048114546511995,0.112900306094095,"finalGG",0,2
2.5,8.72908036454018,0.032642529963344,0.032642529963344,0.000275097406235088,0.0387308000858619,"finalGG",0,2
3.5,6.02910385259631,0.0209495025068183,0.0209495025068183,0.000190007510815097,0.0191078888251337,"finalGG",0,2
4.5,5.15656565656566,0.0168603525010162,0.0168603525010162,0.000162509425731111,0.0127108918461517,"finalGG",0,2
5.5,5.9166314900802,0.0180817307445625,0.0180817307445625,0.000186462938659821,0.011932730068716,"finalGG",0,2
6.5,7.55449735449735,0.0204518732684325,0.0204518732684325,0.00023808036366286,0.0128919971902545,"finalGG",0,2
7.5,8.52484076433121,0.0221565969917434,0.0221565969917434,0.000268660784973561,0.0126081973365095,"finalGG",0,2
8.5,9.42532398555343,0.0248265424603321,0.0248265424603321,0.000297039558930409,0.0123000066776079,"finalGG",0,2
9.5,9.32120825356307,0.0245119568974311,0.0245119568974311,0.000293758346405987,0.0108837007225082,"finalGG",0,2
10.5,9.58196546578555,0.0258559099372029,0.0258559099372029,0.000301976123049549,0.0101226282447518,"finalGG",0,2
11.5,10.5469151670951,0.029342858128717,0.029342858128717,0.000332386561365129,0.0101731535082859,"finalGG",0,2
12.5,10.9713793845492,0.0304178751876361,0.0304178751876361,0.000345763572503159,0.00973596951484829,"finalGG",0,2
13.5,11.2862083873757,0.0315673618525481,0.0315673618525481,0.00035568542434416,0.00927347022026848,"finalGG",0,2
14.5,11.9044613710555,0.0319681472428999,0.0319681472428999,0.000375169698185689,0.00910688250113083,"finalGG",0,2
15.5,12.922942206655,0.0334367203564672,0.0334367203564672,0.000407267172887805,0.00924821013958916,"finalGG",0,2
16.5,14.6676929843853,0.0376178295328696,0.0376178295328696,0.000462253081303777,0.00986065699753406,"finalGG",0,2
17.5,15.6562569213732,0.0405439875740796,0.0405439875740796,0.000493407723443131,0.00992379710104022,"finalGG",0,2
18.5,15.6697986577181,0.0408272522254058,0.0408272522254058,0.000493834491944375,0.00939549516088634,"finalGG",0,2
19.5,17.4555705908886,0.0444094742117573,0.0444094742117573,0.000550113184134934,0.00992950099576796,"finalGG",0,2
20.5,18.3506048847295,0.0476897640035222,0.0476897640035222,0.000578320234871609,0.00992943434772806,"finalGG",0,2
21.5,19.6447581578338,0.0523483370224096,0.0523483370224096,0.000619105540291397,0.0101352907588382,"finalGG",0,2
22.5,20.597466572836,0.0540742052845534,0.0540742052845534,0.000649130193854001,0.0101545170700459,"finalGG",0,2
23.5,21.2878352490421,0.0558121647503834,0.0558121647503834,0.000670887197368569,0.010048277575049,"finalGG",0,2
24.5,24.0781563126253,0.0632146254369824,0.0632146254369824,0.000758824305872356,0.0109014716705655,"finalGG",0,2
25.5,27.7186170212766,0.0746153937832918,0.0746153937832918,0.000873553608001251,0.0120575580913126,"finalGG",0,2
26.5,16.7675994108984,0.0480081808936435,0.0480081808936435,0.000528431737834059,0.00701864055161198,"finalGG",0,2
0.5,0.449361514751211,0.00151044470325567,0.00151044470325567,1.41616507131837e-05,0.00996905187447315,"finalRG",0,2
1.5,1.61646851607221,0.00551709248572103,0.00551709248572103,5.09430864949509e-05,0.0119537447104984,"finalRG",0,2
2.5,3.08322324966975,0.0105811631519992,0.0105811631519992,9.71679356136328e-05,0.0136802158206881,"finalRG",0,2
3.5,4.10678115367679,0.0145735482278687,0.0145735482278687,0.000129425414381683,0.013015519326279,"finalRG",0,2
4.5,3.95882870981946,0.015377806093153,0.015377806093153,0.000124762685680429,0.00975848014344285,"finalRG",0,2
5.5,4.42954645530603,0.0195089586387675,0.0195089586387675,0.000139597379078169,0.00893355996002518,"finalRG",0,2
6.5,4.98081587651599,0.0206687569387806,0.0206687569387806,0.000156970662583225,0.00849992544467459,"finalRG",0,2
7.5,5.56880530973451,0.0221416419311336,0.0221416419311336,0.000175501179111535,0.0082362355162704,"finalRG",0,2
8.5,6.53083407275954,0.0247706351990898,0.0247706351990898,0.00020581956391033,0.00852270997033263,"finalRG",0,2
9.5,6.84498886414254,0.0260641021874839,0.0260641021874839,0.000215720167943816,0.00799239843372786,"finalRG",0,2
10.5,7.51533467651668,0.0299809901006336,0.0299809901006336,0.000236846149898777,0.00793938773176675,"finalRG",0,2
11.5,8.47836863452005,0.0349652276105424,0.0349652276105424,0.000267196213467815,0.00817791214324944,"finalRG",0,2
12.5,9.6166591012256,0.0353654463191178,0.0353654463191178,0.000303069494713441,0.00853379475474843,"finalRG",0,2
13.5,10.849233584992,0.0394282754176454,0.0394282754176454,0.000341914141493543,0.00891442379140352,"finalRG",0,2
14.5,11.4190432382705,0.04266547995345,0.04266547995345,0.000359871721343695,0.00873553887109143,"finalRG",0,2
