0,0,0
0,0,1
0,0,2
129,0,3
6670,1359,4
24061,9209,5
57868,29777,6
1.1916e+05,67412,7
1.3278e+05,83703,8
1.0706e+05,86813,9
79228,86611,10
60937,87269,11
43851,88780,12
29832,88314,13
20041,86486,14
12719,83037,15
8831,77497,16
6169,74600,17
3908,67102,18
2557,59891,19
1685,52629,20
1061,44660,21
810,39753,22
596,35764,23
387,29740,24
272,24096,25
202,19563,26
51,15760,27
22,12742,28
39,10715,29
53,8214,30
27,6329,31
0,4530,32
0,3551,33
14,3309,34
0,2486,35
0,1626,36
0,956,37
0,761,38
0,541,39
0,482,40
0,307,41
0,253,42
0,161,43
0,151,44
0,113,45
0,66,46
0,23,47
0,0,48
0,0,49
0,0,50
0,20,51
0,10,52
0,0,53
0,0,54
0,0,55
0,0,56
0,0,57
0,0,58
0,0,59
0,10,60
0,0,61
0,0,62
0,0,63
0,0,64
0,0,65
0,0,66
0,0,67
0,0,68
0,0,69
0,0,70
0,0,71
0,0,72
0,0,73
0,0,74
0,0,75
0,0,76
0,0,77
0,0,78
0,0,79
0,0,80
0,0,81
0,0,82
0,0,83
0,0,84
0,0,85
0,0,86
0,0,87
0,0,88
0,0,89
0,0,90
0,0,91
